rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,4,,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,2,5.245208740234375e-06,already_evaluated,0.011986207962036134,0.28_0.2_0.0_0.2_0.0,0.65_0.65_0.64_0.63_0.64,0.2972599506378174,0.1359146904850059,0.49,0.64,0.67,0.92,0.15,0.54,0.55,0.6423131560738057,1746713163.3246741,,RandomForestClassifier,,,,,75,5,,6,4,1,,entropy,False,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.25,PCA,2,,5.9604644775390625e-06,already_evaluated,0.00595698356628418,0.35_0.13_0.0_0.17_0.11,0.64_0.63_0.63_0.64_0.63,1.2344675064086914,0.15304834272841725,0.58,0.71,0.81,0.93,0.15,0.49,0.5,0.6342333428438461,1746713163.3636296,,MLPClassifier,adam,10,,1,,,,,,,invscaling,,,0.01,relu
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.5,PCA,2,,5.9604644775390625e-06,already_evaluated,0.013600397109985351,0.27_0.05_0.0_0.0_0.0,0.65_0.64_0.64_0.63_0.63,0.9895213127136231,0.06391532208328837,0.25,0.36,0.38,1.0,0.08,0.26,0.24,0.6389563564216421,1746713163.4045274,,RandomForestClassifier,,,,,75,6,,4,2,3,,gini,False,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.25,PCA,2,,7.62939453125e-06,already_evaluated,0.01561422348022461,0.37_0.18_0.35_0.26_0.0,0.61_0.61_0.6_0.6_0.59,0.01475367546081543,0.23423335759930422,0.57,0.61,0.68,1.0,0.23,0.56,0.47,0.6027029883767707,1746713163.445378,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,6,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,PCA,4,,6.67572021484375e-06,already_evaluated,0.008809709548950195,0.15_0.16_0.0_0.0_0.0,0.65_0.64_0.63_0.63_0.63,0.3758803367614746,0.061664566267590835,0.37,0.51,0.56,0.99,0.06,0.24,0.25,0.6361605144240341,1746713163.4872801,,RandomForestClassifier,,,,,50,3,,6,2,1,,gini,False,,
NearMiss,2,,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,50,1.0,,PCA,7,,6.198883056640625e-06,already_evaluated,0.017852020263671876,0.34_0.28_0.53_0.23_0.58,0.63_0.62_0.62_0.64_0.63,4.531691980361939,0.39141535893649754,0.57,0.68,0.76,0.8,0.41,0.77,0.71,0.6277901640845022,1746713163.5302038,,RandomForestClassifier,,,,,50,4,,4,3,5,,entropy,False,,
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,200,2.0,,FunctionTransformer,,,9.059906005859375e-06,already_evaluated,0.013935089111328125,0.98_0.71_0.56_0.5_0.2,0.5_0.63_0.6_0.62_0.64,4.40775351524353,0.5911083741817729,0.82,0.78,0.85,0.88,0.59,0.87,0.79,0.5993157449986748,1746713163.603676,,RandomForestClassifier,,,,,10,4,,5,2,3,,gini,False,,
NearMiss,2,,mitigation_rebalancing_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,2,,1.8358230590820312e-05,already_evaluated,0.01562533378601074,0.36_0.24_0.55_0.55_0.0,0.64_0.65_0.6_0.62_0.64,4.65076174736023,0.34130865255011755,0.58,0.7,0.77,0.84,0.36,0.76,0.7,0.6295113297394789,1746713163.688005,,RandomForestClassifier,,,,,10,4,,4,2,3,,entropy,False,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,0.1,,FunctionTransformer,,,6.67572021484375e-05,already_evaluated,0.015084314346313476,0.36_0.23_0.37_0.24_0.11,0.63_0.64_0.64_0.63_0.66,5.97496190071106,0.2627512783158509,0.5,0.61,0.65,0.8,0.28,0.66,0.69,0.6384135597996174,1746713163.7588992,,MLPClassifier,sgd,25,,1,,,,,,,constant,,,0.0001,relu
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,False,,True,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,9.059906005859375e-06,already_evaluated,0.008220100402832031,0.27_0.18_0.17_0.14_0.28,0.67_0.67_0.67_0.68_0.66,0.20938901901245116,0.20838747838935717,0.31,0.36,0.3,1.0,0.28,0.37,0.32,0.6687984996395507,1746713163.8205278,,RandomForestClassifier,,,,,25,2,,6,2,4,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,True,,False,RobustScaler,CorrelationRemover,,,,1.0,PCA,4,,7.62939453125e-06,already_evaluated,0.13309736251831056,0.34_0.12_0.41_0.43_0.39,0.61_0.63_0.63_0.62_0.63,0.020943880081176758,0.3403780771395294,0.62,0.44,0.64,1.0,0.48,0.47,0.47,0.623989525994195,1746713163.8810506,uniform,KNeighborsClassifier,,,11,,,,euclidean,,,,,,,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,2.0,,PCA,4,,6.4373016357421875e-06,already_evaluated,0.010647869110107422,,,2.7592673778533934,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746713163.9408917,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.001,logistic
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,8,,1.52587890625e-05,already_evaluated,0.005628824234008789,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.3225394725799561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1746713164.0008287,,MLPClassifier,sgd,5,,1,,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,200,0.1,,PCA,4,,6.198883056640625e-06,already_evaluated,0.013621759414672852,0.38_0.26_0.0_0.25_0.73,0.63_0.64_0.63_0.62_0.61,4.772034168243408,0.32571626238888496,0.53,0.64,0.7,0.75,0.35,0.7,0.66,0.623626890361838,1746713164.0564034,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,5.7220458984375e-06,already_evaluated,0.19565300941467284,0.22_0.1_0.0_0.13_0.0,0.67_0.67_0.66_0.67_0.65,0.028239870071411134,0.09184945026668315,0.47,0.49,0.5,1.0,0.16,0.3,0.27,0.6629616205141267,1746713164.1120093,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,3.814697265625e-06,already_evaluated,0.00845794677734375,0.43_0.42_0.22_0.35_0.37,0.67_0.69_0.68_0.68_0.67,0.2998549461364746,0.35853895130515406,0.45,0.54,0.55,0.94,0.41,0.71,0.65,0.6770565810574267,1746713164.1671064,,RandomForestClassifier,,,,,25,4,,5,4,3,,entropy,True,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.016591691970825197,0.34_0.24_0.0_0.25_0.0,0.63_0.65_0.63_0.62_0.64,4.327052164077759,0.16692046192106752,0.53,0.64,0.7,0.77,0.19,0.67,0.65,0.6350827464104436,1746713164.2202837,,RandomForestClassifier,,,,,50,2,,2,4,3,,gini,True,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,50,0.5,,FunctionTransformer,,,3.337860107421875e-06,already_evaluated,0.015282154083251953,0.33_0.63_0.3_0.64_0.13,0.65_0.61_0.63_0.62_0.62,3.53727445602417,0.40477708401095497,0.65,0.73,0.77,0.85,0.46,0.79,0.74,0.6269366808630823,1746713164.2687404,,RandomForestClassifier,,,,,25,2,,4,2,2,,gini,True,,
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,200,0.5,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.020773601531982423,0.33_0.31_0.0_0.64_0.0,0.65_0.6_0.62_0.62_0.64,3.9894437313079836,0.25594794070807086,0.56,0.68,0.74,0.78,0.27,0.69,0.65,0.6246339845876677,1746713164.3213394,,RandomForestClassifier,,,,,75,2,,5,1,1,,gini,False,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.008716630935668945,0.23_0.28_0.07_0.11_0.22,0.67_0.67_0.67_0.69_0.65,0.5753427505493164,0.1819865182753999,0.27,0.31,0.27,1.0,0.22,0.39,0.38,0.6695923624087771,1746713164.3741632,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,50,0.1,,SelectKBest,,4,3.337860107421875e-06,already_evaluated,0.012878704071044921,0.38_0.26_0.0_0.99_0.54,0.63_0.63_0.62_0.5_0.61,4.434723043441773,0.4313589005225126,0.63,0.7,0.77,0.79,0.45,0.74,0.73,0.597726791067841,1746713164.4266276,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,False,,False,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,5.7220458984375e-06,already_evaluated,0.09621720314025879,0.18_0.18_0.0_0.22_0.09,0.7_0.68_0.69_0.7_0.67,57.15717496871948,0.13467615294859692,0.47,0.52,0.48,1.0,0.13,0.41,0.36,0.6868935374851163,1746713164.4801407,,MLPClassifier,lbfgs,25,,10,,,,,,,invscaling,,,1e-05,relu
SMOTE,,8,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,10,0.1,,FunctionTransformer,,,3.337860107421875e-06,already_evaluated,0.1668041706085205,0.41_0.21_0.0_0.61_0.0,0.62_0.65_0.62_0.62_0.63,6.912779140472412,0.24568436638119798,0.53,0.66,0.72,0.77,0.28,0.73,0.65,0.6298653751628387,1746713164.540144,,MLPClassifier,sgd,25,,20,,,,,,,constant,,,0.001,relu
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.75,PCA,2,,3.814697265625e-06,already_evaluated,0.010868501663208009,0.16_0.16_0.0_0.0_0.0,0.64_0.64_0.63_0.63_0.63,0.5904967784881592,0.06485710959781152,0.32,0.44,0.48,0.99,0.06,0.22,0.2,0.6343004267760372,1746713164.5996225,,RandomForestClassifier,,,,,50,4,,4,2,3,,gini,False,,
SMOTE,,6,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,100,2.0,,SelectKBest,,2,5.245208740234375e-06,already_evaluated,0.017687559127807617,0.65_0.25_0.0_0.58_0.0,0.63_0.63_0.62_0.62_0.64,5.424570608139038,0.29705003782964806,0.61,0.69,0.79,0.81,0.34,0.76,0.72,0.6283025739347954,1746713164.6610222,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,0.01,relu
NearMiss,2,,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,200,2.0,,PCA,3,,1.0967254638671875e-05,already_evaluated,0.023280572891235352,0.57_0.64_0.0_0.53_0.0,0.65_0.61_0.61_0.62_0.64,4.461709976196289,0.3497910179447337,0.71,0.67,0.76,0.83,0.35,0.76,0.73,0.6281463633168567,1746713164.7237113,,RandomForestClassifier,,,,,100,6,,5,2,3,,entropy,False,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,8,4.0531158447265625e-06,already_evaluated,0.20176105499267577,0.21_0.32_0.0_0.11_0.21,0.67_0.66_0.65_0.67_0.66,0.08880867958068847,0.17043705789024333,0.47,0.46,0.48,1.0,0.17,0.45,0.42,0.6647033159596868,1746713164.7865272,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,50,2.0,,PCA,3,,3.814697265625e-06,already_evaluated,0.23530540466308594,0.0_0.0_0.0_0.0_0.0,0.5_0.51_0.52_0.5_0.51,3.3259506702423094,0.0,0.41,0.56,0.43,0.51,0.0,0.46,0.55,0.5083158346248038,1746713164.8486707,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.5,PCA,6,,4.0531158447265625e-06,already_evaluated,0.020754289627075196,0.19_0.09_0.0_0.2_0.09,0.69_0.69_0.69_0.7_0.68,38.05967831611633,0.11316738223894714,0.54,0.58,0.56,1.0,0.11,0.39,0.48,0.6930830357387963,1746713164.91253,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.3571802616119385,0.0_0.21_0.0_0.11_0.2,0.66_0.65_0.64_0.67_0.65,0.030599546432495118,0.10424503052535883,0.41,0.48,0.49,1.0,0.1,0.43,0.4,0.6553283519725183,1746713164.987191,uniform,KNeighborsClassifier,,,10,,,,euclidean,,,,,,,,
NearMiss,3,,mitigation_rebalancing_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,50,2.0,,SelectKBest,,6,7.867813110351562e-06,already_evaluated,0.2785306930541992,0.43_0.28_0.0_0.0_0.15,0.53_0.51_0.51_0.51_0.51,4.738689231872558,0.17254530610694996,0.25,0.45,0.49,0.43,0.47,0.43,0.44,0.5138063397537034,1746713165.06142,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,,,,
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.016192293167114256,0.98_0.6_0.56_0.5_0.0,0.5_0.63_0.6_0.62_0.64,3.6743751525878907,0.5263329465268616,0.83,0.79,0.85,0.89,0.53,0.88,0.79,0.5995063974129609,1746713165.1319685,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.017703914642333986,0.36_0.83_0.54_0.54_0.0,0.64_0.58_0.6_0.62_0.64,5.074319219589233,0.4554578300822671,0.7,0.74,0.81,0.88,0.48,0.82,0.74,0.616325708156833,1746713165.211236,,MLPClassifier,lbfgs,25,,1,,,,,,,invscaling,,,0.01,relu
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,1.0,,FunctionTransformer,,,9.5367431640625e-06,already_evaluated,0.09387335777282715,0.38_0.64_0.0_0.66_0.0,0.62_0.62_0.63_0.62_0.62,7.877735805511475,0.33778414628678605,0.66,0.67,0.72,0.81,0.37,0.77,0.68,0.624436805577747,1746713165.2889836,,MLPClassifier,lbfgs,10,,20,,,,,,,adaptive,,,0.0001,relu
NearMiss,1,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,10,2.9087066650390625e-05,already_evaluated,0.30335278511047364,0.31_0.0_0.0_0.11_0.1,0.68_0.66_0.66_0.67_0.66,0.10530457496643067,0.10446006718884668,0.46,0.53,0.5,1.0,0.1,0.45,0.43,0.6679934633273577,1746713165.3861957,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,PCA,5,,4.0531158447265625e-06,already_evaluated,0.17032947540283203,0.36_0.18_0.31_0.29_0.09,0.68_0.67_0.67_0.68_0.68,0.0983339786529541,0.2459251992369298,0.59,0.64,0.62,1.0,0.25,0.44,0.47,0.6768778816172658,1746713165.4649699,uniform,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,50,0.5,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.022721385955810545,0.33_0.26_0.0_0.21_0.0,0.64_0.63_0.64_0.63_0.63,4.627095317840576,0.16007971904284646,0.53,0.68,0.74,0.78,0.18,0.67,0.65,0.6340319325131617,1746713165.5597832,,RandomForestClassifier,,,,,100,2,,2,4,3,,gini,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,1.0,PCA,4,,5.7220458984375e-06,already_evaluated,0.006351661682128906,0.27_0.1_0.0_0.0_0.0,0.63_0.64_0.62_0.64_0.63,1.1560278415679932,0.07466053009531269,0.38,0.56,0.7,1.0,0.1,0.24,0.19,0.6322716711405499,1746713165.6423128,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,1e-05,tanh
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.5,,SelectKBest,,6,6.67572021484375e-06,already_evaluated,0.017298078536987303,0.57_0.64_0.59_0.24_0.56,0.65_0.63_0.61_0.62_0.62,4.616505861282349,0.5207887414326475,0.74,0.7,0.78,0.85,0.52,0.84,0.78,0.6256137888010639,1746713165.7255638,,RandomForestClassifier,,,,,50,6,,4,1,5,,entropy,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,10,0.5,,FunctionTransformer,,,6.4373016357421875e-06,already_evaluated,0.02261500358581543,0.59_0.64_0.71_0.25_0.18,0.59_0.63_0.56_0.61_0.64,3.388084363937378,0.4763255999670359,0.73,0.76,0.77,0.84,0.53,0.81,0.76,0.6068226312475842,1746713165.8145285,,RandomForestClassifier,,,,,100,4,,2,1,3,,gini,True,,
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.7220458984375e-06,already_evaluated,0.012994384765625,0.38_0.25_0.59_0.61_0.0,0.63_0.63_0.63_0.63_0.63,5.081843852996826,0.366729814026106,0.55,0.68,0.73,0.78,0.39,0.73,0.65,0.6289856502844815,1746713165.9014823,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,50,1.0,,PCA,4,,1.8358230590820312e-05,already_evaluated,0.014031648635864258,0.66_0.26_0.53_0.53_0.0,0.63_0.62_0.62_0.62_0.64,3.691538953781128,0.39774555157059444,0.63,0.74,0.82,0.84,0.4,0.76,0.75,0.6253428560669486,1746713165.989821,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,1e-05,relu
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,SelectKBest,,6,4.5299530029296875e-06,already_evaluated,0.024330949783325194,0.19_0.1_0.0_0.36_0.29,0.68_0.68_0.68_0.69_0.68,12.93531322479248,0.18727041104439196,0.47,0.6,0.57,1.0,0.2,0.5,0.59,0.6788174314633377,1746713166.075219,,MLPClassifier,lbfgs,10,,10,,,,,,,invscaling,,,0.01,logistic
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,1.0251998901367188e-05,already_evaluated,0.12580394744873047,0.38_0.28_0.1_0.33_0.22,0.65_0.64_0.64_0.65_0.64,0.16401433944702148,0.26276416726086815,0.58,0.54,0.59,1.0,0.28,0.53,0.46,0.6412990468751524,1746713166.1648014,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,50,0.5,,PCA,3,,7.867813110351562e-06,already_evaluated,0.02020115852355957,0.52_0.25_0.0_0.29_0.0,0.65_0.64_0.64_0.61_0.63,4.389273929595947,0.2115959400436768,0.51,0.65,0.72,0.79,0.23,0.7,0.67,0.6331316003312122,1746713166.2584677,,RandomForestClassifier,,,,,75,6,,3,4,2,,gini,False,,
