rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.03222599029541016,0.63_0.29_0.56_0.24_0.0,0.63_0.61_0.6_0.63_0.64,7.721980428695678,0.34267564091466024,0.62,0.71,0.83,0.83,0.34,0.77,0.73,0.6229859210735268,1746713166.37104,,MLPClassifier,lbfgs,50,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,8,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,PCA,8,,5.245208740234375e-06,already_evaluated,0.01312861442565918,0.3_0.27_0.0_0.16_0.4,0.64_0.65_0.64_0.64_0.65,0.7525770664215088,0.22739620966066645,0.62,0.66,0.58,0.95,0.44,0.57,0.46,0.6431251003059458,1746713166.4845061,,RandomForestClassifier,,,,,100,5,,3,3,1,,entropy,True,,
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,1.5020370483398438e-05,already_evaluated,0.010998964309692383,0.15_0.17_0.0_0.07_0.14,0.68_0.68_0.67_0.69_0.67,0.17055010795593262,0.10655245729777844,0.22,0.33,0.31,1.0,0.13,0.3,0.32,0.6770316784902863,1746713166.602541,,RandomForestClassifier,,,,,50,4,,6,2,3,,gini,True,,
NearMiss,2,,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,100,0.1,,PCA,2,,6.9141387939453125e-06,already_evaluated,0.017464876174926758,0.36_0.23_0.0_0.55_0.0,0.63_0.65_0.61_0.63_0.63,4.305909252166748,0.22717811504887148,0.52,0.66,0.72,0.78,0.25,0.7,0.65,0.631679839580047,1746713166.734727,,RandomForestClassifier,,,,,50,4,,4,3,2,,gini,False,,
SMOTE,,8,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,SelectKBest,,8,6.67572021484375e-06,already_evaluated,0.21805920600891113,0.11_0.1_0.11_0.12_0.21,0.68_0.66_0.65_0.66_0.66,0.1233917236328125,0.12933030852044014,0.45,0.5,0.49,0.98,0.13,0.47,0.43,0.6623678395156875,1746713166.850829,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,2.0,,SelectKBest,,10,6.67572021484375e-06,already_evaluated,0.016370677947998048,0.63_0.7_0.58_0.21_0.0,0.62_0.61_0.57_0.64_0.63,4.977080202102661,0.42287058380631154,0.68,0.75,0.79,0.82,0.52,0.8,0.75,0.6136072001705759,1746713166.9524431,,MLPClassifier,sgd,5,,10,,,,,,,invscaling,,,1e-05,relu
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,PCA,6,,1.1444091796875e-05,already_evaluated,0.013341903686523438,0.43_0.26_0.59_0.3_0.73,0.62_0.63_0.61_0.61_0.61,7.0648072242736815,0.46250845171594773,0.57,0.69,0.74,0.8,0.48,0.76,0.7,0.6139936415707747,1746713167.049071,,MLPClassifier,sgd,5,,10,,,,,,,adaptive,,,0.01,relu
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,200,2.0,,FunctionTransformer,,,7.152557373046875e-06,already_evaluated,0.012832307815551757,0.42_0.28_0.34_0.62_0.0,0.64_0.62_0.64_0.62_0.62,3.320310354232788,0.3335552262936913,0.61,0.67,0.76,0.8,0.33,0.74,0.68,0.6270817652203707,1746713167.1461823,,RandomForestClassifier,,,,,10,5,,3,2,3,,entropy,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,4,,5.4836273193359375e-06,already_evaluated,0.008692359924316407,0.2_0.0_0.0_0.17_0.1,0.64_0.67_0.65_0.68_0.65,0.6299469947814942,0.09382012646226694,0.42,0.48,0.51,1.0,0.09,0.43,0.53,0.6560944906107904,1746713167.2451208,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.001,logistic
SMOTE,,8,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.0115234375,0.13_0.2_0.0_0.07_0.13,0.67_0.68_0.68_0.68_0.67,0.5092305660247802,0.10729072278197438,0.24,0.34,0.32,1.0,0.11,0.38,0.36,0.6762823930106459,1746713167.3436933,,RandomForestClassifier,,,,,25,4,,4,2,3,,entropy,True,,
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,10,4.5299530029296875e-06,already_evaluated,0.11589088439941406,0.29_0.19_0.0_0.21_0.29,0.69_0.69_0.68_0.7_0.68,55.81565756797791,0.19740191543264388,0.48,0.53,0.57,1.0,0.2,0.49,0.58,0.6872243728387156,1746713167.4428773,,MLPClassifier,lbfgs,50,,5,,,,,,,constant,,,0.01,tanh
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.5,,SelectKBest,,4,5.9604644775390625e-06,already_evaluated,0.21696195602416993,0.0_0.0_0.0_0.0_0.0,0.52_0.51_0.5_0.5_0.51,5.266390562057495,0.0,0.25,0.26,0.41,0.49,0.0,0.41,0.58,0.5097337334324406,1746713167.5499945,uniform,KNeighborsClassifier,,,15,,,,euclidean,,,,,,,,
NearMiss,2,,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,8,,9.775161743164062e-06,already_evaluated,0.012663125991821289,0.31_0.2_0.0_0.28_0.0,0.66_0.67_0.65_0.67_0.67,1.107433795928955,0.15657152754794582,0.41,0.51,0.52,0.94,0.17,0.47,0.47,0.6636777278804848,1746713167.667184,,RandomForestClassifier,,,,,75,6,,3,3,2,,gini,False,,
NearMiss,3,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,CorrelationRemover,,,,0.5,PCA,7,,7.3909759521484375e-06,already_evaluated,0.14825401306152344,0.31_0.3_0.0_0.2_0.22,0.69_0.68_0.68_0.7_0.68,6.891543054580689,0.2064870494701113,0.57,0.57,0.56,1.0,0.21,0.44,0.52,0.6845230810258469,1746713167.8006122,,MLPClassifier,sgd,50,,20,,,,,,,constant,,,0.001,tanh
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,100,0.1,,PCA,4,,5.9604644775390625e-06,already_evaluated,0.07490377426147461,0.38_0.26_0.57_0.25_0.0,0.63_0.63_0.59_0.62_0.62,3.7441173553466798,0.29530731418359224,0.56,0.68,0.75,0.81,0.32,0.75,0.67,0.6192973757959178,1746713167.9077537,,MLPClassifier,adam,10,,20,,,,,,,invscaling,,,0.001,relu
SMOTE,,8,mitigation_features_normalization_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,6,,4.76837158203125e-06,already_evaluated,0.22794523239135742,0.0_0.0_0.11_0.0_0.0,0.5_0.52_0.51_0.51_0.5,3.5252598762512206,0.021818181818181816,0.28,0.39,0.57,0.52,0.2,0.37,0.41,0.5064298228925547,1746713168.012892,uniform,KNeighborsClassifier,,,6,,,,euclidean,,,,,,,,
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,1.1479809284210205,success,0.006483316421508789,0.15_0.15_0.15_0.04_0.13,0.66_0.67_0.67_0.67_0.64,0.158223295211792,0.1249894085915813,0.19,0.22,0.18,1.0,0.14,0.32,0.31,0.6608702808208895,1746713170.9155178,,RandomForestClassifier,,,,,10,4,,2,2,3,,gini,False,,
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.164090394973755,success,0.01556534767150879,0.14_0.16_0.0_0.15_0.21,0.67_0.68_0.68_0.69_0.67,0.5515221118927002,0.13331539727511718,0.29,0.4,0.38,1.0,0.13,0.41,0.53,0.675796365857712,1746713174.2048614,,RandomForestClassifier,,,,,100,5,,4,3,3,,entropy,False,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,10,0.1,,SelectKBest,,10,27.981643676757812,success,0.013962793350219726,0.36_0.28_0.0_0.53_0.49,0.63_0.62_0.62_0.62_0.63,4.595721769332886,0.3328898824149368,0.57,0.64,0.75,0.77,0.35,0.73,0.67,0.6252980178016895,1746713202.2970161,,MLPClassifier,adam,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.5,SelectKBest,,7,3.5211281776428223,success,0.23418707847595216,0.0_0.36_0.13_0.12_0.23,0.67_0.66_0.65_0.67_0.67,0.14451446533203124,0.16628393279998482,0.57,0.62,0.61,0.99,0.17,0.41,0.46,0.6631625132885807,1746713205.9394329,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,5.09837007522583,success,0.01824216842651367,0.41_0.32_0.0_0.09_0.31,0.67_0.68_0.67_0.67_0.66,0.9334615230560303,0.22725837119682574,0.34,0.51,0.48,0.99,0.23,0.31,0.39,0.669190070820809,1746713211.167129,,RandomForestClassifier,,,,,100,2,,3,4,3,,gini,True,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,8,,3.8482019901275635,success,0.20892558097839356,0.0_0.36_0.0_0.21_0.21,0.68_0.67_0.66_0.68_0.67,0.3184403896331787,0.15647335243903432,0.56,0.64,0.67,0.99,0.16,0.49,0.59,0.6731825982349592,1746713215.1298413,distance,KNeighborsClassifier,,,9,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_normalization_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,23.19449019432068,success,0.017776012420654297,0.53_0.25_0.0_0.57_0.0,0.64_0.65_0.62_0.62_0.63,4.551448631286621,0.26884639637771546,0.6,0.67,0.77,0.8,0.29,0.76,0.7,0.6302773611197511,1746713238.4405808,,RandomForestClassifier,,,,,50,5,,6,4,3,,entropy,False,,
NearMiss,4,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,200,0.1,,SelectKBest,,2,43.960209131240845,success,0.023670339584350587,0.38_0.57_0.55_0.24_0.0,0.63_0.62_0.61_0.62_0.62,3.575830173492432,0.34773313934260436,0.67,0.69,0.74,0.83,0.37,0.78,0.69,0.621229112284734,1746713282.5202522,,RandomForestClassifier,,,,,100,4,,5,1,5,,gini,True,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,1.0927443504333496,success,0.07218618392944336,0.47_0.12_0.29_0.4_0.11,0.64_0.64_0.63_0.63_0.63,0.027560997009277343,0.2768756779782495,0.7,0.62,0.65,1.0,0.31,0.54,0.47,0.6323062178583727,1746713285.2204294,distance,KNeighborsClassifier,,,4,,,,euclidean,,,,,,,,
NearMiss,1,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,PCA,4,,127.59566450119019,success,0.01741018295288086,0.08_0.0_0.0_0.08_0.0,0.66_0.65_0.65_0.66_0.64,25.43346619606018,0.030667486679865852,0.24,0.37,0.32,1.0,0.03,0.18,0.13,0.6505705761936286,1746713412.9348414,,MLPClassifier,lbfgs,50,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,2.0,,FunctionTransformer,,,19.650018453598022,success,0.01836733818054199,0.54_0.25_0.0_0.3_0.0,0.65_0.64_0.64_0.61_0.63,3.842330265045166,0.2160582141910627,0.52,0.65,0.72,0.79,0.22,0.7,0.68,0.6319646081278243,1746713432.7044775,,RandomForestClassifier,,,,,75,2,,2,4,4,,gini,True,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,0.5,100,1.0,,FunctionTransformer,,,24.495746850967407,success,0.01995816230773926,0.51_0.28_0.0_0.23_0.0,0.63_0.62_0.61_0.62_0.64,4.812650680541992,0.20425492553673888,0.6,0.67,0.8,0.79,0.2,0.74,0.68,0.6242000177821352,1746713457.3435857,,RandomForestClassifier,,,,,50,5,,3,1,3,,gini,False,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,10,1.0,,FunctionTransformer,,,29.549334049224854,success,0.017629575729370118,0.37_0.22_0.53_0.19_0.0,0.63_0.65_0.6_0.63_0.63,5.827974557876587,0.26128879812690997,0.55,0.73,0.75,0.83,0.28,0.78,0.67,0.6292607442179918,1746713487.0159612,,MLPClassifier,adam,5,,20,,,,,,,constant,,,0.01,logistic
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,25.78450059890747,success,0.30751872062683105,0.41_0.0_0.0_0.0_0.0,0.52_0.54_0.5_0.54_0.5,4.518494606018066,0.08275862068965517,0.21,0.51,0.48,0.55,0.2,0.39,0.36,0.5183771574832863,1746713512.9231067,distance,KNeighborsClassifier,,,14,,,,minkowski,,,,,,,,
NearMiss,2,,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,10,0.1,,FunctionTransformer,,,30.025701761245728,success,0.25694704055786133,0.57_0.0_0.0_0.25_0.0,0.52_0.51_0.52_0.51_0.5,5.443559837341309,0.16349116033326563,0.32,0.53,0.47,0.52,0.5,0.51,0.58,0.5107794873916852,1746713543.0723305,distance,KNeighborsClassifier,,,10,,,,manhattan,,,,,,,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,SelectKBest,,1,9.927475929260254,success,0.07687525749206543,0.36_0.11_0.22_0.5_0.41,0.64_0.64_0.62_0.61_0.61,1.7064335823059082,0.32146614643881266,0.68,0.7,0.79,0.92,0.32,0.63,0.69,0.6236011123013878,1746713553.1243122,,MLPClassifier,adam,25,,10,,,,,,,invscaling,,,0.01,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,4,,7.860196828842163,success,0.07416863441467285,0.17_0.0_0.0_0.1_0.08,0.65_0.65_0.63_0.67_0.64,1.3529276847839355,0.06943623703586169,0.48,0.49,0.46,1.0,0.07,0.31,0.44,0.6489118338946082,1746713562.9936876,,MLPClassifier,sgd,50,,10,,,,,,,invscaling,,,0.01,tanh
NearMiss,1,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,0.1,,FunctionTransformer,,,144.60072803497314,success,0.09983687400817871,0.65_0.29_0.0_0.0_0.0,0.63_0.62_0.63_0.64_0.63,28.625763845443725,0.18790615957137535,0.56,0.69,0.78,0.77,0.2,0.71,0.69,0.6288528785873205,1746713707.72875,,MLPClassifier,lbfgs,10,,20,,,,,,,invscaling,,,0.01,relu
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,9,3.2344436645507812,success,0.20075149536132814,0.19_0.0_0.0_0.11_0.2,0.69_0.68_0.67_0.69_0.67,0.14777116775512694,0.09872818720933667,0.5,0.44,0.53,1.0,0.1,0.48,0.41,0.6810274217365905,1746713711.0975375,distance,KNeighborsClassifier,,,13,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.7178688049316406,success,0.23670368194580077,0.23_0.23_0.13_0.14_0.0,0.68_0.66_0.67_0.68_0.66,0.03527565002441406,0.14623829039497102,0.44,0.55,0.57,0.99,0.15,0.41,0.42,0.6680521787172833,1746713713.948064,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,3,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,PCA,6,,25.387139558792114,success,0.013465261459350586,0.41_0.25_0.6_0.29_0.0,0.62_0.63_0.61_0.61_0.62,4.994577646255493,0.31074901088713486,0.54,0.68,0.75,0.82,0.33,0.75,0.68,0.6172341757791289,1746713739.4667778,,RandomForestClassifier,,,,,10,3,,4,2,3,,gini,True,,
NearMiss,4,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,0.5,200,0.5,,PCA,4,,16.623939037322998,success,0.024927091598510743,0.42_0.25_0.32_0.3_0.0,0.62_0.63_0.63_0.61_0.62,3.214468574523926,0.25880342916464316,0.53,0.65,0.72,0.79,0.28,0.72,0.68,0.6226478524666474,1746713756.2305784,,RandomForestClassifier,,,,,100,4,,3,1,2,,entropy,True,,
SMOTE,,7,rebalancing_mitigation_features_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,PCA,4,,5.642775297164917,success,0.005715227127075196,0.41_0.13_0.0_0.14_0.12,0.66_0.65_0.64_0.65_0.65,1.0649075508117676,0.16293097044562743,0.53,0.66,0.72,0.99,0.16,0.44,0.49,0.6493481293110708,1746713762.0085251,,MLPClassifier,adam,5,,1,,,,,,,adaptive,,,0.0001,relu
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,200,2.0,,SelectKBest,,2,49.851933002471924,success,0.015607070922851563,0.4_0.6_0.0_0.3_0.48,0.63_0.62_0.64_0.6_0.63,4.906227445602417,0.35802196963922356,0.63,0.66,0.7,0.77,0.38,0.8,0.68,0.623529898384873,1746713812.031747,,RandomForestClassifier,,,,,25,5,,2,2,2,,entropy,True,,
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,6,4.782741546630859,success,0.015592813491821289,0.27_0.37_0.1_0.23_0.18,0.68_0.69_0.68_0.68_0.67,0.869537353515625,0.22961145903762797,0.45,0.53,0.57,1.0,0.25,0.67,0.69,0.6806341179502517,1746713818.6835196,,RandomForestClassifier,,,,,100,6,,4,4,5,,entropy,False,,
NearMiss,4,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.6778602600097656,success,0.009374189376831054,0.12_0.27_0.0_0.07_0.12,0.67_0.67_0.67_0.68_0.66,0.6657886028289794,0.11632243539182,0.25,0.29,0.28,1.0,0.12,0.34,0.38,0.6694503330478818,1746713822.4983096,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.836167335510254,success,0.013434076309204101,0.14_0.15_0.0_0.08_0.14,0.67_0.68_0.67_0.69_0.67,0.6900945186614991,0.10108466362977227,0.24,0.36,0.34,1.0,0.1,0.36,0.41,0.6758359153806934,1746713826.4776025,,RandomForestClassifier,,,,,50,4,,6,2,4,,gini,True,,
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,False,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,1,48.21489238739014,success,0.07610015869140625,1.0_0.25_0.4_1.0_1.0,0.5_0.63_0.64_0.5_0.5,8.64771614074707,0.7304800584337879,0.81,0.84,0.88,0.87,0.73,0.86,0.88,0.5551306230642731,1746713874.8328118,,MLPClassifier,sgd,25,,20,,,,,,,constant,,,0.0001,relu
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,8,,3.9657227993011475,success,0.35727319717407224,0.1_0.19_0.1_0.3_0.09,0.67_0.67_0.66_0.67_0.66,0.024941444396972656,0.15497174162219135,0.54,0.61,0.63,0.99,0.15,0.45,0.44,0.665906318071145,1746713878.9847033,uniform,KNeighborsClassifier,,,9,,,,manhattan,,,,,,,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,PCA,7,,3.0051839351654053,success,0.16147704124450685,0.28_0.0_0.0_0.11_0.1,0.69_0.68_0.69_0.7_0.69,0.23129539489746093,0.09684671771463421,0.49,0.51,0.55,0.98,0.1,0.46,0.43,0.6872911925255693,1746713882.1747115,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,0.1,,PCA,8,,20.03166151046753,success,0.3574118137359619,0.0_0.1_0.3_0.0_0.0,0.51_0.51_0.51_0.5_0.5,3.2820064544677736,0.08154236835070836,0.27,0.25,0.38,0.42,0.32,0.53,0.23,0.5054738558490132,1746713902.3476927,uniform,KNeighborsClassifier,,,20,,,,manhattan,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,3.007005214691162,success,0.013449001312255859,0.31_0.38_0.1_0.23_0.18,0.67_0.69_0.69_0.68_0.67,0.4803461074829102,0.24204311238066908,0.44,0.53,0.55,1.0,0.26,0.64,0.66,0.6800094731147738,1746713905.5078535,,RandomForestClassifier,,,,,75,5,,6,3,2,,gini,False,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,SelectKBest,,1,0.7659571170806885,success,0.006937885284423828,0.27_0.19_0.0_0.0_0.0,0.65_0.64_0.64_0.63_0.64,0.07668681144714355,0.09070036043622025,0.44,0.58,0.62,0.98,0.11,0.42,0.39,0.6394197528613543,1746713908.409386,,RandomForestClassifier,,,,,10,6,,3,1,5,,gini,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,8.015352249145508,success,0.008200454711914062,0.2_0.19_0.0_0.22_0.21,0.68_0.69_0.67_0.69_0.69,1.4996729850769044,0.1625802111227003,0.47,0.58,0.59,1.0,0.16,0.49,0.52,0.6831833893106436,1746713916.5688262,,MLPClassifier,lbfgs,25,,1,,,,,,,adaptive,,,1e-05,tanh
SMOTE,,7,mitigation_rebalancing_normalization_features_classification,False,,True,,StandardScaler,LFR_wrapper,2.0,200,0.5,,PCA,4,,19.158069849014282,success,0.015651893615722657,0.67_0.26_0.33_0.27_0.0,0.63_0.63_0.63_0.61_0.64,3.750047779083252,0.30538382660444113,0.6,0.69,0.79,0.82,0.32,0.74,0.76,0.6292455558877786,1746713935.87262,,RandomForestClassifier,,,,,25,5,,4,3,4,,entropy,False,,
SMOTE,,8,mitigation_rebalancing_features_normalization_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,1.095644474029541,success,0.006243181228637695,0.17_0.13_0.14_0.14_0.13,0.65_0.66_0.66_0.67_0.65,0.15585923194885254,0.1404068318609503,0.22,0.22,0.16,1.0,0.26,0.33,0.28,0.6574294241889328,1746713937.1141489,,RandomForestClassifier,,,,,10,5,,3,2,3,,gini,False,,
SMOTE,,8,mitigation_rebalancing_normalization_features_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,1.0,,PCA,2,,19.439485788345337,success,0.020797300338745116,0.43_0.24_0.0_0.31_0.0,0.61_0.61_0.63_0.6_0.62,3.7958418846130373,0.19500130424521508,0.49,0.6,0.68,0.73,0.23,0.68,0.58,0.6129790291303295,1746713956.7022755,,RandomForestClassifier,,,,,100,6,,3,3,1,,entropy,True,,
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,10,0.1,,FunctionTransformer,,,17.543678522109985,success,0.020052623748779298,0.63_0.28_0.25_0.98_0.0,0.63_0.62_0.63_0.5_0.63,3.4238672733306883,0.42706240057341904,0.66,0.72,0.82,0.81,0.43,0.77,0.74,0.6028791170825276,1746713974.40391,,RandomForestClassifier,,,,,10,6,,5,1,4,,entropy,False,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.319271087646484,success,0.017288732528686523,0.16_0.32_0.09_0.18_0.08,0.67_0.68_0.68_0.69_0.67,0.7789252758026123,0.16422538325047123,0.32,0.45,0.42,1.0,0.17,0.5,0.58,0.6769772396215437,1746713978.8725255,,RandomForestClassifier,,,,,100,2,,3,4,4,,entropy,False,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,22.24745202064514,success,0.009242820739746093,0.35_0.09_0.1_0.38_0.29,0.67_0.67_0.66_0.68_0.66,4.373229169845581,0.24258964301259586,0.45,0.61,0.58,0.99,0.26,0.61,0.71,0.6672253350332008,1746714001.2773468,,MLPClassifier,sgd,10,,10,,,,,,,constant,,,0.01,relu
NearMiss,2,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,3,3.052474021911621,success,0.013408994674682618,0.28_0.19_0.0_0.2_0.0,0.65_0.65_0.64_0.63_0.64,0.4993415832519531,0.1347561173205039,0.5,0.63,0.67,0.92,0.15,0.55,0.54,0.6427315366157499,1746714006.726538,,RandomForestClassifier,,,,,100,5,,2,2,4,,entropy,True,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,1,,0.4366941452026367,success,0.012066078186035157,0.52_0.35_0.36_0.61_0.47,0.59_0.58_0.59_0.59_0.58,0.012246322631835938,0.4626680909776898,0.74,0.73,0.8,0.99,0.5,0.7,0.67,0.5856350745054903,1746714007.3140874,distance,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
