rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,4,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,2.6753530502319336,success,0.009821748733520508,0.36_0.31_0.58_0.52_0.27,0.65_0.65_0.64_0.63_0.64,0.421968412399292,0.40912365132183054,0.63,0.66,0.78,1.0,0.41,0.63,0.59,0.6421906070541977,1746709798.4865592,,RandomForestClassifier,,,,,50,6,,6,4,1,,gini,False,,
NearMiss,1,,rebalancing_features_mitigation_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.401169776916504,success,0.010414505004882812,0.24_0.34_0.35_0.32_0.2,0.67_0.68_0.68_0.69_0.67,0.4280110836029053,0.2908925247099555,0.47,0.54,0.59,1.0,0.29,0.59,0.64,0.6771190497085954,1746709800.9413624,,RandomForestClassifier,,,,,50,6,,5,4,4,,gini,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,4,2.4880237579345703,success,0.009447097778320312,0.47_0.57_0.47_0.62_0.47,0.66_0.67_0.65_0.66_0.65,0.4161396026611328,0.5203990649355915,0.66,0.66,0.71,1.0,0.52,0.85,0.84,0.6579097995633446,1746709803.4754443,,RandomForestClassifier,,,,,50,6,,5,4,2,,gini,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,8,2.944760322570801,success,0.010382366180419923,0.29_0.32_0.45_0.38_0.36,0.67_0.7_0.69_0.68_0.67,0.5054644584655762,0.3604279808754904,0.56,0.59,0.67,1.0,0.36,0.67,0.68,0.6824319388701261,1746709806.4689095,,RandomForestClassifier,,,,,50,5,,6,4,4,,gini,False,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,1.0,,FunctionTransformer,,,74.67721223831177,success,0.062329673767089845,0.55_0.68_0.79_0.54_0.77,0.65_0.62_0.61_0.61_0.61,14.740752458572388,0.6647244607846923,0.8,0.78,0.85,0.98,0.7,0.91,0.81,0.6208174160869175,1746709881.1962025,,MLPClassifier,lbfgs,10,,20,,,,,,,adaptive,,,0.0001,relu
NearMiss,1,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,10,3.7310640811920166,success,0.29343514442443847,0.28_0.2_0.4_0.19_0.13,0.68_0.66_0.66_0.67_0.66,0.10643386840820312,0.24043658167699306,0.55,0.54,0.6,1.0,0.24,0.5,0.51,0.6679934633273577,1746709884.9829054,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,PCA,5,,2.3420963287353516,success,0.1699831008911133,0.39_0.4_0.48_0.39_0.25,0.68_0.67_0.67_0.68_0.68,0.09874124526977539,0.38179589035031997,0.7,0.7,0.7,1.0,0.38,0.52,0.53,0.6768778816172658,1746709887.3795884,uniform,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
NearMiss,4,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,6,3.294755697250366,success,0.010412836074829101,0.45_0.34_0.47_0.39_0.35,0.68_0.69_0.68_0.68_0.67,0.5735296726226806,0.40079416349009883,0.57,0.6,0.68,1.0,0.4,0.7,0.71,0.6806432454476773,1746709890.7270923,,RandomForestClassifier,,,,,50,5,,5,4,5,,entropy,False,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.1,,FunctionTransformer,,,44.042646408081055,success,0.055597114562988284,0.99_0.73_0.69_0.55_0.51,0.51_0.61_0.62_0.61_0.64,8.646692132949829,0.691249964727814,0.83,0.79,0.86,0.98,0.75,0.91,0.8,0.5966273339824086,1746709935.4574873,,MLPClassifier,lbfgs,10,,20,,,,,,,constant,,,0.001,relu
NearMiss,2,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.5,,FunctionTransformer,,,32.955240964889526,success,0.012331581115722657,0.51_0.59_0.71_0.6_0.35,0.65_0.63_0.62_0.62_0.63,6.537527370452881,0.5541278126051301,0.75,0.71,0.84,1.0,0.59,0.81,0.73,0.6276650209563975,1746709968.5011277,,MLPClassifier,adam,5,,1,,,,,,,constant,,,0.0001,relu
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,10,0.5,,FunctionTransformer,,,36.97272777557373,success,0.01944422721862793,0.99_0.66_0.68_0.76_0.3,0.5_0.62_0.6_0.62_0.64,7.326844310760498,0.6786469969521685,0.87,0.81,0.89,1.0,0.69,0.92,0.82,0.5980584553993744,1746710005.5355291,,RandomForestClassifier,,,,,100,4,,2,1,3,,gini,True,,
SMOTE,,7,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,1.0,,FunctionTransformer,,,40.642836570739746,success,0.012329864501953124,0.44_0.53_0.78_0.75_0.3,0.64_0.65_0.6_0.62_0.64,8.075390815734863,0.5575858913880174,0.76,0.76,0.85,0.99,0.56,0.87,0.78,0.6295593917876224,1746710046.2459297,,MLPClassifier,lbfgs,10,,1,,,,,,,constant,,,0.001,tanh
NearMiss,2,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,0.5,,FunctionTransformer,,,38.49438667297363,success,0.015195798873901368,0.47_0.68_0.71_0.76_0.36,0.62_0.62_0.63_0.62_0.62,7.636976671218872,0.5962510788691765,0.77,0.74,0.83,0.99,0.63,0.89,0.75,0.6244454880916291,1746710084.8076642,,MLPClassifier,lbfgs,10,,1,,,,,,,constant,,,1e-05,relu
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.5,,FunctionTransformer,,,49.31122803688049,success,0.02883625030517578,0.42_0.59_0.73_0.64_0.34,0.64_0.63_0.63_0.63_0.63,9.788036251068116,0.5449806884399074,0.73,0.74,0.83,1.0,0.56,0.81,0.72,0.6325422714775426,1746710134.1859515,,MLPClassifier,lbfgs,50,,1,,,,,,,constant,,,0.0001,relu
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,2.1050355434417725,success,0.11797351837158203,0.42_0.33_0.4_0.3_0.37,0.65_0.64_0.64_0.65_0.64,0.15604820251464843,0.36280288137906214,0.66,0.6,0.64,1.0,0.36,0.55,0.51,0.6412990468751524,1746710136.360827,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,50,0.5,,PCA,3,,44.90784788131714,success,0.019350481033325196,0.45_0.56_0.74_0.63_0.36,0.63_0.64_0.63_0.62_0.62,8.913403415679932,0.5479980306728519,0.73,0.72,0.82,1.0,0.59,0.82,0.72,0.6288448300544301,1746710181.3418617,,RandomForestClassifier,,,,,75,6,,3,4,2,,gini,False,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,0.1,,FunctionTransformer,,,45.528971433639526,success,0.019756841659545898,0.48_0.4_0.73_0.53_0.34,0.62_0.62_0.64_0.61_0.63,9.038226127624512,0.49720260541624733,0.72,0.73,0.82,1.0,0.54,0.82,0.72,0.6253933330962065,1746710227.7422867,,RandomForestClassifier,,,,,75,2,,5,4,5,,entropy,False,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,100,1.0,,FunctionTransformer,,,41.3076593875885,success,0.019518661499023437,0.42_0.43_0.74_0.65_0.32,0.64_0.62_0.64_0.63_0.64,8.194623804092407,0.5094592985457238,0.75,0.74,0.84,1.0,0.55,0.84,0.76,0.6329371001970825,1746710269.1220129,,RandomForestClassifier,,,,,75,2,,5,4,5,,entropy,False,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,100,2.0,,FunctionTransformer,,,50.94204616546631,success,0.020595359802246093,0.4_0.65_0.7_0.75_0.32,0.65_0.62_0.62_0.62_0.64,10.120225954055787,0.5627733247075086,0.77,0.74,0.82,0.98,0.61,0.87,0.75,0.6285074372330998,1746710320.1372426,,RandomForestClassifier,,,,,75,4,,5,4,5,,entropy,False,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,48.28578042984009,success,0.019108295440673828,0.99_0.66_0.77_0.54_0.32,0.51_0.63_0.63_0.61_0.64,9.590263319015502,0.6551683338998382,0.83,0.8,0.88,0.99,0.7,0.9,0.82,0.6030266173138215,1746710368.4966414,,RandomForestClassifier,,,,,75,3,,5,4,5,,entropy,False,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,1.0,,FunctionTransformer,,,54.94088101387024,success,0.01925482749938965,0.43_0.57_0.79_0.63_0.54,0.64_0.63_0.61_0.63_0.63,10.922473526000976,0.5941694268530381,0.76,0.76,0.85,1.0,0.62,0.88,0.79,0.6281124288343604,1746710423.513037,,RandomForestClassifier,,,,,75,5,,5,4,5,,entropy,False,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,2.0,,SelectKBest,,10,66.32297110557556,success,0.014861154556274413,0.68_0.88_0.73_0.84_0.74,0.63_0.57_0.61_0.56_0.61,11.694950914382934,0.7753913922121487,0.86,0.85,0.9,0.99,0.79,0.91,0.87,0.5941665947591852,1746710489.9129748,,MLPClassifier,sgd,5,,10,,,,,,,invscaling,,,1e-05,relu
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,10,2.0,,FunctionTransformer,,,56.62498211860657,success,0.019764041900634764,0.56_0.43_0.8_0.78_0.79,0.65_0.62_0.6_0.62_0.61,11.256855297088624,0.6709282546891003,0.83,0.79,0.88,0.99,0.68,0.88,0.83,0.6188818017568213,1746710546.6193314,,RandomForestClassifier,,,,,75,4,,6,4,4,,entropy,False,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,50,2.0,,FunctionTransformer,,,52.47195529937744,success,0.019446420669555663,0.47_0.52_0.73_0.74_0.32,0.62_0.65_0.64_0.62_0.64,10.42793779373169,0.556774853404853,0.76,0.74,0.83,1.0,0.58,0.85,0.75,0.6347266182619354,1746710599.1726055,,RandomForestClassifier,,,,,75,6,,5,4,5,,entropy,False,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,200,2.0,,PCA,4,,32.45314359664917,success,0.017071008682250977,0.44_0.4_0.77_0.6_0.35,0.63_0.62_0.63_0.62_0.62,6.428263139724732,0.5142412442049576,0.75,0.73,0.82,1.0,0.53,0.82,0.74,0.6254565661988899,1746710632.6130323,,MLPClassifier,sgd,10,,10,,,,,,,adaptive,,,1e-05,tanh
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,2.0,,PCA,5,,159.5699610710144,success,0.03170490264892578,0.68_0.59_0.71_0.62_0.3,0.63_0.63_0.62_0.62_0.64,31.83974289894104,0.5808687303107455,0.77,0.75,0.86,1.0,0.64,0.83,0.77,0.6271694609751547,1746710792.2633762,,MLPClassifier,lbfgs,5,,10,,,,,,,invscaling,,,1e-05,relu
