rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,4,,normalization_rebalancing_mitigation_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.0013580322265625e-05,already_evaluated,0.01676807403564453,0.25_0.33_0.0_0.19_0.27,0.68_0.68_0.68_0.69_0.67,0.5007757186889649,0.2073379341680585,0.35,0.46,0.44,1.0,0.22,0.52,0.61,0.6808171764172408,1746699258.6332426,,RandomForestClassifier,,,,,100,5,,2,3,5,,gini,False,,
SMOTE,,5,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,2.0,,FunctionTransformer,,,1.0251998901367188e-05,already_evaluated,0.27950320243835447,0.41_0.16_0.0_0.0_0.3,0.5_0.51_0.5_0.51_0.61,4.147326707839966,0.17420949758293633,0.42,0.61,0.5,0.61,0.43,0.46,0.61,0.525672933858278,1746699258.7449136,distance,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,3,2.4557113647460938e-05,already_evaluated,0.026551008224487305,0.46_0.44_0.1_0.27_0.43,0.64_0.63_0.63_0.64_0.63,0.03373074531555176,0.3384416984454102,0.63,0.6,0.65,0.99,0.36,0.48,0.43,0.6345115031888545,1746699258.8589594,distance,KNeighborsClassifier,,,13,,,,manhattan,,,,,,,,
SMOTE,,8,normalization_rebalancing_mitigation_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,1,7.62939453125e-06,already_evaluated,0.017052078247070314,0.3_0.49_0.1_0.38_0.38,0.63_0.64_0.62_0.64_0.62,0.30563721656799314,0.33195917489395754,0.45,0.44,0.5,0.96,0.35,0.84,0.84,0.6268996406467577,1746699258.9866385,,RandomForestClassifier,,,,,100,5,,4,1,4,,gini,False,,
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,5.7220458984375e-06,already_evaluated,0.15087342262268066,0.14_0.38_0.58_0.51_0.25,0.61_0.62_0.62_0.62_0.62,0.8897260189056396,0.37158887166489024,0.51,0.63,0.63,0.95,0.4,0.66,0.78,0.6189766745425012,1746699259.0490284,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,5,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,PCA,4,,7.62939453125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699259.1140223,,MLPClassifier,sgd,10,,20,,,,,,,invscaling,,,0.0001,logistic
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,SelectKBest,,6,9.775161743164062e-06,already_evaluated,0.006314373016357422,0.22_0.15_0.0_0.18_0.15,0.66_0.68_0.66_0.69_0.66,0.10954122543334961,0.13930796084334265,0.28,0.39,0.43,1.0,0.14,0.4,0.72,0.6707448056106203,1746699259.180014,,RandomForestClassifier,,,,,10,4,,4,1,3,,gini,True,,
SMOTE,,6,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,8.58306884765625e-06,already_evaluated,0.5430879116058349,0.2_0.22_0.11_0.11_0.21,0.69_0.68_0.67_0.69_0.68,0.2070690631866455,0.17039414591335034,0.45,0.43,0.52,0.99,0.17,0.47,0.51,0.6801880681642851,1746699259.2751222,distance,KNeighborsClassifier,,,13,,,,minkowski,,,,,,,,
SMOTE,,5,normalization_features_rebalancing_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,10,0.5,,FunctionTransformer,,,7.3909759521484375e-06,already_evaluated,0.14391183853149414,0.44_0.3_0.1_0.45_0.54,0.63_0.61_0.62_0.62_0.64,1.2161648750305176,0.3650383269913582,0.52,0.63,0.71,0.91,0.38,0.64,0.8,0.6247633688585855,1746699259.3716428,distance,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,9.5367431640625e-06,already_evaluated,0.32881841659545896,0.0_0.0_0.27_0.0_0.0,0.5_0.52_0.51_0.51_0.51,4.414343738555909,0.05454545454545455,0.18,0.4,0.43,0.54,0.59,0.48,0.5,0.5084701822125937,1746699259.4691393,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
SMOTE,,7,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,6,,1.2159347534179688e-05,already_evaluated,0.007338953018188476,0.29_0.34_0.0_0.22_0.09,0.7_0.69_0.7_0.7_0.69,0.5583271980285645,0.18687757719027798,0.47,0.55,0.54,1.0,0.2,0.51,0.68,0.6945418584568375,1746699259.5691836,,MLPClassifier,lbfgs,5,,1,,,,,,,adaptive,,,0.0001,logistic
SMOTE,,6,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,200,0.1,,SelectKBest,,6,7.867813110351562e-06,already_evaluated,0.1408966064453125,0.29_0.1_0.52_0.3_0.37,0.64_0.64_0.62_0.65_0.64,1.3054277420043945,0.3141774843668976,0.46,0.64,0.66,0.95,0.33,0.6,0.79,0.6387331342902326,1746699259.6546514,uniform,KNeighborsClassifier,,,7,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,SelectKBest,,7,6.198883056640625e-06,already_evaluated,0.0063076019287109375,0.41_0.34_0.12_0.49_0.22,0.68_0.67_0.67_0.69_0.68,0.8017604351043701,0.314571357288724,0.68,0.68,0.62,0.96,0.31,0.63,0.62,0.679773224769157,1746699259.7365308,,MLPClassifier,lbfgs,10,,1,,,,,,,invscaling,,,0.0001,relu
SMOTE,,5,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,PCA,4,,7.867813110351562e-06,already_evaluated,0.02065887451171875,0.36_0.41_0.0_0.62_0.19,0.63_0.62_0.63_0.62_0.64,4.149016666412353,0.3160588596839315,0.53,0.64,0.73,0.76,0.35,0.67,0.67,0.628756561206237,1746699259.8245056,,RandomForestClassifier,,,,,75,2,,4,1,2,,entropy,False,,
SMOTE,,7,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,7,,9.5367431640625e-06,already_evaluated,0.010677146911621093,0.46_0.55_0.12_0.45_0.43,0.67_0.68_0.66_0.68_0.66,4.844841861724854,0.4018671758351246,0.76,0.67,0.63,0.93,0.41,0.83,0.86,0.6698845808746738,1746699259.9273758,,MLPClassifier,adam,5,,10,,,,,,,constant,,,1e-05,logistic
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,PCA,4,,9.298324584960938e-06,already_evaluated,0.008982133865356446,0.21_0.1_0.0_0.11_0.0,0.65_0.63_0.62_0.64_0.64,0.34747161865234377,0.08398845791824257,0.49,0.65,0.79,1.0,0.08,0.31,0.27,0.6360623279506634,1746699260.0350702,,MLPClassifier,sgd,25,,1,,,,,,,invscaling,,,0.01,logistic
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.239776611328125e-05,already_evaluated,0.00794687271118164,0.42_0.2_0.11_0.3_0.42,0.69_0.68_0.68_0.7_0.68,2.279303455352783,0.2882200972068132,0.54,0.57,0.56,1.0,0.29,0.55,0.65,0.6856852524626101,1746699260.1323376,,MLPClassifier,lbfgs,5,,5,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,LFR_wrapper,2.0,200,1.0,,SelectKBest,,9,4.291534423828125e-06,already_evaluated,0.02075614929199219,0.43_0.44_0.08_0.41_0.52,0.63_0.6_0.63_0.62_0.67,2.190964365005493,0.3780201198978991,0.46,0.62,0.69,0.96,0.51,0.71,0.87,0.630299248374563,1746699260.216429,,RandomForestClassifier,,,,,25,6,,4,2,2,,gini,True,,
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,7,,4.291534423828125e-06,already_evaluated,0.004196977615356446,0.18_0.25_0.1_0.21_0.27,0.68_0.67_0.68_0.7_0.68,2.786007261276245,0.19986285079965077,0.44,0.5,0.5,1.0,0.2,0.49,0.68,0.6816481329211308,1746699260.2958786,,MLPClassifier,sgd,5,,1,,,,,,,adaptive,,,0.001,tanh
NearMiss,2,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,3.814697265625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699260.3754325,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
NearMiss,2,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,8,,3.814697265625e-06,already_evaluated,0.013170194625854493,0.1_0.15_0.0_0.17_0.3,0.68_0.67_0.67_0.69_0.67,4.317598628997803,0.14152325308810668,0.29,0.47,0.5,1.0,0.2,0.58,0.74,0.6761404400706129,1746699260.4575312,,MLPClassifier,sgd,25,,5,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,PCA,6,,9.059906005859375e-06,already_evaluated,0.015370702743530274,0.23_0.37_0.16_0.1_0.21,0.64_0.65_0.62_0.66_0.63,1.2380042552947998,0.21270618573741557,0.33,0.5,0.5,0.99,0.24,0.51,0.82,0.6383783983345719,1746699260.557924,,RandomForestClassifier,,,,,75,4,,4,4,3,,gini,True,,
SMOTE,,5,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,4,,3.814697265625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699260.6636758,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
SMOTE,,5,features_rebalancing_normalization_mitigation_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,100,0.1,,FunctionTransformer,,,8.821487426757812e-06,already_evaluated,0.013138580322265624,0.58_0.38_0.0_0.18_0.28,0.6_0.62_0.57_0.64_0.62,2.0022170543670654,0.2839996302207491,0.44,0.46,0.58,0.89,0.3,0.56,0.77,0.6093310588032207,1746699260.7771006,,MLPClassifier,lbfgs,5,,1,,,,,,,adaptive,,,0.0001,tanh
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,2,1.0013580322265625e-05,already_evaluated,0.12417206764221192,0.25_0.22_0.1_0.22_0.41,0.65_0.59_0.63_0.59_0.64,0.016925907135009764,0.2388624035258901,0.52,0.54,0.62,1.0,0.24,0.41,0.56,0.6217440665696412,1746699260.892151,uniform,KNeighborsClassifier,,,9,,,,minkowski,,,,,,,,
SMOTE,,5,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,3,,9.298324584960938e-06,already_evaluated,0.14142422676086425,0.5_0.47_0.33_0.44_0.61,0.63_0.64_0.65_0.63_0.64,0.10685157775878906,0.47114277232402146,0.71,0.67,0.79,0.86,0.54,0.76,0.73,0.637729625658079,1746699261.0090585,uniform,KNeighborsClassifier,,,14,,,,manhattan,,,,,,,,
SMOTE,,5,features_normalization_rebalancing_mitigation_classification,True,,False,,StandardScaler,LFR_wrapper,2.0,50,0.5,,FunctionTransformer,,,1.0967254638671875e-05,already_evaluated,0.021068572998046875,0.28_0.35_0.07_0.0_0.45,0.63_0.59_0.62_0.6_0.65,2.892170524597168,0.2315983303974586,0.48,0.61,0.64,0.94,0.23,0.69,0.88,0.6181099453893124,1746699261.1412811,,MLPClassifier,lbfgs,10,,1,,,,,,,invscaling,,,1e-05,tanh
NearMiss,2,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.024896621704101562,0.0_0.32_0.0_0.12_0.3,0.68_0.67_0.68_0.69_0.68,45.84729561805725,0.1479544685625893,0.54,0.5,0.56,0.99,0.15,0.55,0.46,0.678993504928279,1746699261.2670283,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,0.0001,logistic
SMOTE,,5,features_normalization_rebalancing_mitigation_classification,,False,,True,RobustScaler,LFR_wrapper,0.5,200,0.1,,SelectKBest,,6,6.9141387939453125e-06,already_evaluated,0.21696176528930664,0.0_0.16_0.0_0.0_0.0,0.51_0.51_0.51_0.51_0.5,2.6296369552612306,0.03162393162393162,0.49,0.31,0.4,0.45,0.11,0.36,0.57,0.5082117945448236,1746699261.392105,uniform,KNeighborsClassifier,,,11,,,,minkowski,,,,,,,,
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,PCA,4,,5.245208740234375e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699261.4903085,uniform,KNeighborsClassifier,,,17,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,4,,5.0067901611328125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699261.5871458,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,rebalancing_features_normalization_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,5,,1.2159347534179688e-05,already_evaluated,0.04219803810119629,0.44_0.44_0.5_0.42_0.21,0.67_0.66_0.68_0.67_0.67,0.08925824165344239,0.4019771493287487,0.55,0.62,0.66,0.97,0.44,0.67,0.74,0.6697926277411538,1746699261.6833837,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,7,rebalancing_normalization_mitigation_features_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.75,PCA,4,,6.198883056640625e-06,already_evaluated,0.019582748413085938,0.44_0.19_0.1_0.2_0.37,0.66_0.65_0.65_0.68_0.66,31.941859483718872,0.2585603778671368,0.51,0.57,0.57,0.98,0.26,0.51,0.51,0.6615005591089699,1746699261.7904856,,MLPClassifier,lbfgs,10,,10,,,,,,,constant,,,0.01,tanh
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.5,PCA,7,,5.9604644775390625e-06,already_evaluated,0.008171796798706055,0.48_0.3_0.0_0.12_0.3,0.67_0.68_0.68_0.68_0.67,0.21798596382141114,0.23706657443129533,0.64,0.66,0.62,0.95,0.25,0.61,0.56,0.6775032433274794,1746699261.8994062,,RandomForestClassifier,,,,,25,4,,4,1,3,,entropy,False,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,1.0,PCA,4,,8.58306884765625e-06,already_evaluated,0.007232856750488281,0.0_0.0_0.0_0.0_0.0,0.6_0.6_0.59_0.61_0.59,0.1323394298553467,0.0,0.04,0.05,0.07,1.0,0.0,0.04,0.09,0.5992580932866162,1746699262.0143998,,RandomForestClassifier,,,,,10,4,,3,1,3,,gini,True,,
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.20891318321228028,0.22_0.32_0.0_0.26_0.42,0.62_0.63_0.64_0.64_0.65,1.8985331535339356,0.24606986545275422,0.42,0.6,0.65,0.94,0.32,0.73,0.84,0.6348293406229091,1746699262.1301022,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,False,,False,RobustScaler,LFR_wrapper,1.0,10,0.1,,FunctionTransformer,,,8.821487426757812e-06,already_evaluated,0.014368581771850585,0.36_0.31_0.0_0.54_0.0,0.64_0.6_0.62_0.63_0.59,6.3988471031188965,0.24335051971674063,0.49,0.67,0.72,0.8,0.28,0.72,0.62,0.6143664168228916,1746699262.2666159,,MLPClassifier,sgd,5,,10,,,,,,,adaptive,,,0.0001,relu
NearMiss,3,,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,7.152557373046875e-06,already_evaluated,0.04734978675842285,0.3_0.38_0.19_0.21_0.33,0.65_0.64_0.64_0.67_0.64,0.2435551643371582,0.28165333601355025,0.46,0.49,0.52,1.0,0.28,0.42,0.48,0.6449999378153947,1746699262.4031143,distance,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
NearMiss,2,,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,7.152557373046875e-06,already_evaluated,0.007891416549682617,0.28_0.39_0.0_0.22_0.1,0.7_0.69_0.68_0.71_0.7,0.7764126300811768,0.19754493583948904,0.43,0.51,0.47,1.0,0.2,0.45,0.5,0.6945990066459478,1746699262.5186503,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,1e-05,logistic
NearMiss,2,,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.5,,SelectKBest,,6,9.775161743164062e-06,already_evaluated,0.21355385780334474,0.0_0.0_0.11_0.0_0.22,0.51_0.51_0.51_0.51_0.5,7.238814401626587,0.06685139573070606,0.24,0.36,0.29,0.41,0.37,0.23,0.43,0.5077236434540012,1746699262.665246,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,8,7.62939453125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746699262.8147545,,MLPClassifier,lbfgs,50,,20,,,,,,,constant,,,1e-05,relu
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.75,SelectKBest,,3,2.5130534172058105,success,0.009394311904907226,0.45_0.39_0.23_0.4_0.72,0.67_0.68_0.68_0.68_0.68,0.4175288677215576,0.43982602178108443,0.75,0.75,0.66,0.85,0.44,0.86,0.76,0.677010791899316,1746699267.6173398,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,7,,4.008919715881348,success,0.010222578048706054,0.17_0.21_0.0_0.19_0.29,0.69_0.67_0.69_0.71_0.68,0.7255243301391602,0.1719873800619396,0.3,0.5,0.51,1.0,0.22,0.47,0.65,0.6871284531663798,1746699271.7408512,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,1,,normalization_features_rebalancing_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,125.5060670375824,success,0.01363978385925293,0.51_0.3_0.49_0.34_0.35,0.62_0.62_0.61_0.63_0.62,25.01218686103821,0.3988566636657133,0.6,0.71,0.81,0.9,0.4,0.91,0.84,0.6200219324729999,1746699397.377366,,MLPClassifier,lbfgs,25,,1,,,,,,,adaptive,,,0.001,logistic
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,10,0.1,,PCA,1,,452.27496004104614,success,0.022458648681640624,0.56_0.64_0.0_0.62_0.49,0.65_0.62_0.62_0.62_0.63,90.35502724647522,0.4626697775448932,0.71,0.7,0.77,0.81,0.46,0.84,0.74,0.6306966078751035,1746699849.7836146,,RandomForestClassifier,,,,,100,3,,5,1,2,,gini,False,,
NearMiss,1,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,6.926571846008301,success,0.49479284286499026,0.11_0.24_0.0_0.35_0.22,0.66_0.66_0.66_0.68_0.65,0.36684293746948243,0.1843894271059386,0.49,0.61,0.59,0.99,0.18,0.48,0.64,0.6618089557948901,1746699856.8829389,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,FunctionTransformer,,,7.294331073760986,success,0.6029835224151612,0.0_0.11_0.0_0.11_0.1,0.67_0.66_0.66_0.67_0.65,0.16643357276916504,0.0626752827684838,0.43,0.38,0.49,1.0,0.06,0.47,0.4,0.6626473133867343,1746699864.338631,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,SelectKBest,,6,4.173396825790405,success,0.0101531982421875,0.26_0.09_0.0_0.1_0.09,0.69_0.69_0.68_0.7_0.69,0.7610607147216797,0.10821378905172682,0.36,0.52,0.53,0.99,0.11,0.51,0.64,0.6901469483530555,1746699868.6480541,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,2,1.8898377418518066,success,0.14297614097595215,0.39_0.1_0.1_0.32_0.33,0.65_0.65_0.64_0.65_0.64,0.017341804504394532,0.24861860665634147,0.4,0.59,0.63,0.98,0.33,0.68,0.87,0.6447541563966758,1746699870.6582382,uniform,KNeighborsClassifier,,,9,,,,manhattan,,,,,,,,
FunctionTransformer,,,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,5,,16.73226499557495,success,0.43016901016235354,0.0_0.0_0.0_0.0_0.0,0.5_0.5_0.5_0.5_0.5,2.5819516658782957,0.0,0.0,0.0,0.16,0.42,0.0,0.0,0.0,0.5011465823021055,1746699889.4852884,,MLPClassifier,sgd,50,,20,,,,,,,invscaling,,,0.0001,relu
FunctionTransformer,,,rebalancing_features_normalization_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,50,0.1,,FunctionTransformer,,,104.6413209438324,success,0.09913530349731445,0.37_0.26_0.4_0.38_0.56,0.62_0.62_0.62_0.62_0.63,20.68613467216492,0.39192204631726324,0.52,0.7,0.73,0.93,0.47,0.78,0.86,0.6235073706049482,1746699994.2470262,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,PCA,4,,56.525551080703735,success,0.17187252044677734,0.26_0.08_0.0_0.12_0.0,0.66_0.65_0.63_0.64_0.64,10.921387910842896,0.09090464401357266,0.31,0.42,0.6,1.0,0.1,0.28,0.25,0.6456146524884435,1746700050.948893,,MLPClassifier,adam,50,,10,,,,,,,adaptive,,,1e-05,logistic
NearMiss,2,,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,0.0006301403045654297,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746700051.104248,uniform,KNeighborsClassifier,,,18,,,,euclidean,,,,,,,,
NearMiss,2,,normalization_features_rebalancing_mitigation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,4,,4.201614141464233,success,0.010453176498413087,0.13_0.1_0.0_0.1_0.21,0.65_0.65_0.66_0.67_0.65,0.7584190845489502,0.1079711462382896,0.28,0.44,0.53,1.0,0.11,0.41,0.6,0.656407254551211,1746700055.4593995,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,5,features_rebalancing_normalization_mitigation_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,4,,1.2978620529174805,success,0.008275508880615234,0.43_0.22_0.0_0.21_0.39,0.65_0.66_0.64_0.64_0.64,0.18756537437438964,0.25075558609268844,0.56,0.7,0.73,0.81,0.3,0.72,0.67,0.6491221414983975,1746700056.8806195,,RandomForestClassifier,,,,,10,4,,6,2,3,,gini,True,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,10,0.1,,PCA,1,,0.00047278404235839844,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746700057.0030506,,MLPClassifier,lbfgs,25,,1,,,,,,,invscaling,,,0.0001,relu
NearMiss,4,,normalization_features_mitigation_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,4,,2.287670612335205,success,0.14232378005981444,0.09_0.11_0.1_0.15_0.21,0.63_0.63_0.63_0.65_0.63,0.10221023559570312,0.13393733854934214,0.25,0.56,0.57,0.99,0.26,0.62,0.74,0.6353014466596807,1746700059.4154627,uniform,KNeighborsClassifier,,,13,,,,minkowski,,,,,,,,
SMOTE,,7,rebalancing_features_mitigation_normalization_classification,False,,True,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,6,4.915726661682129,success,0.008438968658447265,0.24_0.31_0.0_0.23_0.09,0.68_0.68_0.68_0.68_0.68,0.7292069435119629,0.172894833848931,0.37,0.53,0.61,1.0,0.21,0.59,0.68,0.6785579682608611,1746700066.8374298,,RandomForestClassifier,,,,,10,4,,4,2,3,,entropy,False,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.75,PCA,7,,3.541837215423584,success,0.007537651062011719,0.29_0.0_0.0_0.34_0.21,0.7_0.68_0.68_0.71_0.68,0.6344992160797119,0.1686385507906778,0.71,0.64,0.6,0.98,0.17,0.47,0.44,0.6877099323817808,1746700070.524516,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,relu
SMOTE,,5,rebalancing_features_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,PCA,4,,0.0004878044128417969,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746700070.6519816,distance,KNeighborsClassifier,,,6,,,,minkowski,,,,,,,,
