rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,1,,23.830249309539795,success,0.2027820587158203,0.0_0.0_0.0_0.0_0.0,0.5_0.51_0.51_0.51_0.51,4.324156475067139,0.0,0.18,0.34,0.31,0.42,0.0,0.35,0.31,0.5070985841564984,1746696564.8697948,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,0.1,,PCA,4,,0.00032782554626464844,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746696540.9922864,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,5,0.19170618057250977,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746696540.9459062,distance,KNeighborsClassifier,,,14,,,,euclidean,,,,,,,,
SMOTE,,8,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,7,,56.53999137878418,success,0.07718596458435059,0.24_0.21_0.0_0.22_0.17,0.7_0.7_0.69_0.71_0.68,10.98909068107605,0.16880875552353955,0.41,0.54,0.53,1.0,0.17,0.54,0.63,0.6952667879299819,1746696539.9087505,,MLPClassifier,adam,25,,20,,,,,,,adaptive,,,0.001,relu
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,True,,False,,StandardScaler,LFR_wrapper,1.0,10,1.0,,FunctionTransformer,,,31.835020065307617,success,0.01852731704711914,0.67_0.33_0.0_0.61_0.18,0.63_0.64_0.63_0.62_0.64,6.2787049293518065,0.35909939182644807,0.66,0.69,0.79,0.8,0.41,0.77,0.72,0.6330090015490439,1746696483.3210416,,RandomForestClassifier,,,,,50,6,,5,4,5,,entropy,True,,
NearMiss,1,,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,0.1,,PCA,4,,11.040175914764404,success,0.1541304588317871,0.2_0.23_0.11_0.3_0.24,0.64_0.64_0.63_0.63_0.64,1.8642995357513428,0.2166361253033115,0.41,0.53,0.59,0.99,0.23,0.67,0.8,0.6346330878000138,1746696451.4475925,uniform,KNeighborsClassifier,,,14,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.3886804580688477,success,0.013619089126586914,0.16_0.26_0.09_0.19_0.16,0.68_0.68_0.68_0.69_0.67,0.400048828125,0.16939273630105345,0.32,0.44,0.44,1.0,0.17,0.5,0.56,0.678332173446869,1746696440.3709955,,RandomForestClassifier,,,,,50,6,,6,4,3,,gini,False,,
SMOTE,,7,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,8,,9.260682106018066,success,0.007524824142456055,0.18_0.27_0.0_0.22_0.18,0.69_0.69_0.68_0.7_0.68,1.7789522647857665,0.16942725214398352,0.4,0.55,0.56,1.0,0.17,0.56,0.64,0.69030898866095,1746696437.9447422,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,1e-05,logistic
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,SelectKBest,,3,8.225337505340576,success,0.08420090675354004,0.32_0.25_0.0_0.31_0.45,0.62_0.63_0.63_0.6_0.65,1.3946263790130615,0.26603763699776223,0.46,0.59,0.67,0.82,0.3,0.68,0.69,0.6266476222106739,1746696428.6171489,,MLPClassifier,sgd,10,,20,,,,,,,constant,,,0.001,logistic
NearMiss,3,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,200,1.0,,PCA,4,,26.764225482940674,success,0.23603410720825196,0.5_0.0_0.0_0.0_0.0,0.52_0.5_0.51_0.51_0.51,4.839916658401489,0.10040290088638193,0.23,0.45,0.42,0.44,0.14,0.34,0.49,0.5087820835326579,1746696420.357861,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,0.9081313610076904,success,0.05183873176574707,0.5_0.44_0.12_0.44_0.1,0.67_0.66_0.68_0.67_0.66,0.03838920593261719,0.32029848452376497,0.53,0.66,0.66,0.97,0.36,0.68,0.73,0.6680514851696155,1746696393.5572033,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,rebalancing_normalization_features_mitigation_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,4,,0.0006041526794433594,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746696391.9040353,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,normalization_rebalancing_mitigation_features_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,100,0.1,,SelectKBest,,8,42.91441583633423,success,0.026703643798828124,0.38_0.66_0.0_0.3_0.0,0.63_0.63_0.63_0.61_0.64,4.859785556793213,0.2678521611876324,0.6,0.64,0.73,0.78,0.29,0.74,0.65,0.6264371308952121,1746696391.8649487,,RandomForestClassifier,,,,,100,4,,4,1,4,,gini,False,,
NearMiss,1,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,10,1.0,,SelectKBest,,5,35.17083215713501,success,0.02160053253173828,0.38_0.32_0.0_0.6_0.0,0.63_0.61_0.63_0.62_0.64,6.051250696182251,0.2595986937197316,0.57,0.67,0.75,0.78,0.28,0.69,0.63,0.6248008269492433,1746696348.90812,,RandomForestClassifier,,,,,100,6,,5,1,1,,entropy,False,,
NearMiss,1,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,SelectKBest,,6,0.7026956081390381,success,0.023143577575683593,0.28_0.09_0.0_0.0_0.09,0.67_0.65_0.67_0.67_0.66,0.04206714630126953,0.0915076846590038,0.56,0.62,0.6,1.0,0.09,0.37,0.42,0.663197901873324,1746696313.7031984,distance,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,8,,0.00028514862060546875,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746696312.9697502,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,7,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,7,,0.0004036426544189453,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746696312.9393435,,RandomForestClassifier,,,,,10,4,,2,1,3,,entropy,False,,
SMOTE,,7,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,8,,2.5812747478485107,success,0.010747146606445313,0.39_0.27_0.0_0.16_0.33,0.65_0.66_0.65_0.64_0.65,0.44509363174438477,0.23111668963492807,0.5,0.69,0.67,0.91,0.29,0.71,0.61,0.6517642901875201,1746696312.9085755,,RandomForestClassifier,,,,,75,5,,4,2,1,,gini,True,,
SMOTE,,8,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,4,,0.0005152225494384766,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746696310.2898347,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,5,4.85665225982666,success,0.006171464920043945,0.36_0.19_0.0_0.22_0.09,0.68_0.69_0.68_0.7_0.68,0.8956540584564209,0.17304159854338086,0.4,0.57,0.55,1.0,0.17,0.53,0.65,0.6876059001588117,1746696309.447565,,MLPClassifier,lbfgs,10,,1,,,,,,,adaptive,,,0.001,logistic
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,5,,6.5874059200286865,success,0.013747406005859376,0.26_0.39_0.0_0.3_0.25,0.68_0.7_0.69_0.69_0.67,1.237647294998169,0.23911797852199515,0.51,0.6,0.58,0.99,0.25,0.6,0.67,0.6868281492474073,1746696304.5623767,,RandomForestClassifier,,,,,75,2,,4,3,5,,entropy,True,,
NearMiss,3,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,3.205733299255371,success,0.17600150108337403,0.29_0.11_0.0_0.32_0.0,0.65_0.64_0.64_0.65_0.63,0.2390137195587158,0.1439056869174725,0.48,0.43,0.52,1.0,0.17,0.38,0.31,0.641984233211511,1746696297.948654,uniform,KNeighborsClassifier,,,6,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,False,,False,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,3,1.6144897937774658,success,0.129761266708374,0.34_0.13_0.27_0.26_0.25,0.64_0.64_0.63_0.64_0.63,0.014171409606933593,0.24817844682739204,0.47,0.63,0.65,0.97,0.25,0.67,0.81,0.6367605447609744,1746696294.7185612,uniform,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
SMOTE,,6,normalization_mitigation_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,200,0.1,,FunctionTransformer,,,12.270439386367798,success,0.022386646270751952,0.5_0.34_0.52_0.1_0.13,0.63_0.6_0.61_0.62_0.58,2.3619102478027343,0.3171277369604784,0.48,0.54,0.62,0.93,0.35,0.76,0.83,0.6092624202770525,1746696293.0786939,,RandomForestClassifier,,,,,50,5,,4,4,2,,entropy,False,,
