rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,features_rebalancing_normalization_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,5,3.337860107421875e-06,already_evaluated,0.012142229080200195,0.72_0.82_0.91_0.89_0.88,0.65_0.6_0.51_0.65_0.63,0.004450082778930664,0.8429174742805179,0.94,0.94,0.89,0.9,0.6076190476190476,1746692511.5644279,uniform,KNeighborsClassifier,,,16,,,,manhattan,,,,,,,,
SMOTE,,8,mitigation_rebalancing_normalization_features_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.75,SelectKBest,,6,4.5299530029296875e-06,already_evaluated,0.015680742263793946,0.64_0.59_0.77_0.5_0.41,0.55_0.6_0.46_0.54_0.52,0.03945722579956055,0.5835457242656569,0.82,0.82,0.67,0.93,0.5338095238095238,1746692511.5841136,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,FunctionTransformer,,,3.337860107421875e-06,already_evaluated,0.003028726577758789,0.39_0.5_0.66_0.49_0.48,0.62_0.59_0.66_0.63_0.63,0.04481668472290039,0.5046075245994023,1.0,0.65,0.5,0.74,0.6242857142857143,1746692511.6030867,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
SMOTE,,7,features_rebalancing_normalization_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.05970449447631836,0.0_0.2_0.36_0.57_0.54,0.59_0.65_0.67_0.58_0.68,0.03300943374633789,0.33676714513556616,1.0,0.74,0.34,0.69,0.6328571428571429,1746692511.6220405,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,PCA,2,,3.0994415283203125e-06,already_evaluated,0.006862735748291016,1.0_1.0_0.95_1.0_1.0,0.5_0.5_0.51_0.5_0.5,1.2309680461883545,0.9908256880733944,0.99,1.0,1.0,1.0,0.5011904761904762,1746692511.6422436,,MLPClassifier,adam,25,,1,,,,,,,constant,,,0.01,logistic
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.006797122955322266,0.69_0.47_0.47_0.68_0.4,0.63_0.65_0.63_0.64_0.72,0.08453807830810547,0.5412019092418594,1.0,0.85,0.54,0.66,0.6530952380952381,1746692511.6659813,,RandomForestClassifier,,,,,50,5,,6,2,3,,gini,False,,
SMOTE,,7,rebalancing_features_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,8,3.337860107421875e-06,already_evaluated,0.005608510971069336,0.74_0.41_0.53_0.48_0.79,0.7_0.69_0.65_0.65_0.64,0.032976627349853516,0.5892237378043005,0.93,0.95,0.64,0.84,0.6661904761904761,1746692511.6889026,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,features_mitigation_rebalancing_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.030329036712646484,0.0_0.38_0.33_0.16_0.0,0.65_0.66_0.63_0.61_0.61,12.805683660507203,0.17337121212121212,0.88,0.96,0.17,0.87,0.6297619047619049,1746692511.712851,,MLPClassifier,adam,50,,20,,,,,,,constant,,,0.01,tanh
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.0042079448699951175,0.39_0.8_0.53_0.56_0.53,0.58_0.67_0.65_0.6_0.6,0.09135794639587402,0.5609674449547912,0.88,0.96,0.6,0.79,0.621904761904762,1746692511.737202,,MLPClassifier,lbfgs,10,,1,,,,,,,constant,,,1e-05,tanh
SMOTE,,8,mitigation_rebalancing_normalization_features_classification,False,,False,,StandardScaler,LFR_wrapper,0.5,50,2.0,,SelectKBest,,10,3.5762786865234375e-06,already_evaluated,0.007571697235107422,0.0_nan_0.87_0.78_0.41,0.5_0.5_0.54_0.56_0.51,0.9318889141082763,-inf,0.82,0.72,0.56,0.67,0.5240476190476191,1746692511.763475,,MLPClassifier,lbfgs,50,,1,,,,,,,constant,,,0.01,relu
SMOTE,,7,features_normalization_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,1,,3.814697265625e-06,already_evaluated,0.004101848602294922,0.79_0.75_0.59_0.77_0.72,0.62_0.58_0.52_0.56_0.54,0.020493125915527342,0.7219120878067036,0.8,0.9,0.89,0.89,0.5642857142857144,1746692511.7906458,,RandomForestClassifier,,,,,10,4,,6,2,3,,gini,True,,
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,PCA,4,,3.814697265625e-06,already_evaluated,0.00847015380859375,0.68_0.69_0.69_0.54_0.47,0.58_0.59_0.58_0.52_0.55,0.04542961120605469,0.6148148700123172,0.87,0.95,0.68,0.78,0.5652380952380952,1746692511.8184955,distance,KNeighborsClassifier,,,13,,,,minkowski,,,,,,,,
NearMiss,3,,normalization_rebalancing_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,3.5762786865234375e-06,already_evaluated,0.005513238906860352,nan_0.18_nan_0.89_1.0,0.5_0.49_0.5_0.49_0.5,0.8288957595825195,-inf,0.79,0.96,0.73,0.87,0.495952380952381,1746692511.8459275,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,True,,False,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.006647920608520508,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.058707571029663085,1.0,1.0,1.0,1.0,1.0,0.5,1746692511.8745198,,RandomForestClassifier,,,,,50,2,,5,1,5,,gini,False,,
SMOTE,,6,rebalancing_normalization_mitigation_features_classification,,True,,True,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.06527824401855468,0.0_0.39_0.35_0.57_0.43,0.64_0.69_0.69_0.64_0.7,0.038432645797729495,0.34765195453480685,1.0,0.93,0.4,0.62,0.6697619047619048,1746692511.9033918,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,PCA,4,,4.0531158447265625e-06,already_evaluated,0.005709505081176758,0.4_0.67_0.38_0.38_0.56,0.56_0.57_0.59_0.55_0.65,0.046537256240844725,0.47900706789462416,0.86,0.91,0.56,0.72,0.5842857142857143,1746692511.932894,,RandomForestClassifier,,,,,25,4,,4,3,1,,entropy,True,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,2,4.76837158203125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692511.963104,,MLPClassifier,adam,50,,5,,,,,,,constant,,,0.01,logistic
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.005449485778808594,1.0_0.98_1.0_0.99_0.98,0.5_0.51_0.5_0.51_0.51,0.07035255432128906,0.991660642638476,1.0,1.0,1.0,0.99,0.505,1746692511.9938405,,RandomForestClassifier,,,,,50,5,,4,2,5,,gini,True,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,100,2.0,,PCA,4,,3.814697265625e-06,already_evaluated,0.005880832672119141,0.81_0.68_0.87_0.78_0.38,0.58_0.57_0.54_0.55_0.5,1.1242821216583252,0.7022758368249715,0.76,0.96,0.79,0.87,0.5488095238095239,1746692512.0280375,,MLPClassifier,lbfgs,25,,1,,,,,,,invscaling,,,0.001,logistic
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,10,0.1,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.0552574634552002,1.0_0.9_0.86_0.75_1.0,0.5_0.56_0.52_0.5_0.5,1.28171648979187,0.9026000351990324,0.96,0.95,0.96,0.95,0.5166666666666667,1746692512.0609784,uniform,KNeighborsClassifier,,,3,,,,euclidean,,,,,,,,
SMOTE,,7,features_rebalancing_normalization_mitigation_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,8,8.106231689453125e-06,already_evaluated,0.004632329940795899,0.65_0.9_0.93_0.75_0.89,0.54_0.54_0.5_0.61_0.53,0.0076274871826171875,0.8247574513434325,0.89,0.92,0.91,0.92,0.5440476190476191,1746692512.1009257,distance,KNeighborsClassifier,,,7,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.0469815731048584,0.88_0.95_0.95_0.8_0.84,0.51_0.58_0.5_0.54_0.5,0.005326223373413086,0.8863261974398469,0.94,1.0,0.89,0.94,0.5295238095238095,1746692512.136323,distance,KNeighborsClassifier,,,18,,,,manhattan,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,4,,4.0531158447265625e-06,already_evaluated,0.009610128402709962,0.98_1.0_0.96_0.92_0.97,0.51_0.5_0.54_0.53_0.52,0.1541205883026123,0.9660588124512361,0.97,1.0,1.0,0.97,0.5204761904761904,1746692512.1703036,,RandomForestClassifier,,,,,75,2,,3,3,3,,gini,True,,
NearMiss,2,,normalization_features_rebalancing_mitigation_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.005061101913452148,0.65_0.64_0.7_0.63_0.38,0.66_0.68_0.65_0.52_0.59,0.38309731483459475,0.6016574831185456,0.67,1.0,0.69,0.85,0.6195238095238095,1746692512.2096276,,MLPClassifier,sgd,5,,20,,,,,,,constant,,,1e-05,logistic
SMOTE,,8,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.0041347980499267575,0.17_0.33_0.75_0.78_0.61,0.67_0.69_0.67_0.63_0.69,0.3436387062072754,0.5264820714156577,0.96,0.81,0.58,0.83,0.6685714285714285,1746692512.2535024,,MLPClassifier,adam,5,,1,,,,,,,adaptive,,,0.0001,relu
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.009774446487426758,0.0_0.15_0.36_0.6_0.0,0.7_0.68_0.61_0.65_0.66,0.22077088356018065,0.22257560975609758,0.89,0.91,0.22,0.88,0.6592857142857143,1746692512.2997115,,RandomForestClassifier,,,,,100,3,,5,2,2,,entropy,False,,
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,7,,3.337860107421875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692512.3462298,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,1e-05,relu
FunctionTransformer,,,features_rebalancing_normalization_mitigation_classification,,True,,False,RobustScaler,LFR_wrapper,2.0,50,0.5,,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.009209823608398438,,,0.5581372737884521,-inf,-inf,-inf,-inf,-inf,-inf,1746692512.3936958,uniform,KNeighborsClassifier,,,10,,,,manhattan,,,,,,,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,7,6.198883056640625e-06,already_evaluated,0.005327081680297852,0.68_0.76_0.71_0.79_0.85,0.69_0.66_0.72_0.7_0.63,0.1072575569152832,0.7596742642463665,0.95,0.83,0.88,0.87,0.680952380952381,1746692512.442753,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,8.58306884765625e-06,already_evaluated,0.005826377868652343,0.9_0.97_0.98_0.9_0.98,0.51_0.52_0.5_0.52_0.5,0.02842288017272949,0.9465470917285647,0.98,1.0,0.96,0.99,0.5116666666666667,1746692512.4958265,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,False,,
SMOTE,,7,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,1.0,,SelectKBest,,6,5.4836273193359375e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692512.5431163,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,,,,
NearMiss,1,,normalization_rebalancing_features_mitigation_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.007576417922973633,0.75_0.45_0.81_0.32_0.0,0.58_0.62_0.61_0.65_0.57,0.15759620666503907,0.46617180205415504,0.87,0.97,0.5,0.88,0.6061904761904762,1746692512.59056,,MLPClassifier,lbfgs,5,,10,,,,,,,adaptive,,,0.0001,logistic
NearMiss,3,,features_rebalancing_mitigation_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.07150530815124512,nan_nan_0.0_0.0_nan,0.5_0.5_0.5_0.51_0.5,2.5306416034698485,-inf,1.0,0.0,0.0,0.0,0.5021428571428571,1746692512.6381555,uniform,KNeighborsClassifier,,,4,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,7,,4.291534423828125e-06,already_evaluated,0.004227256774902344,0.74_0.56_0.73_0.74_0.69,0.68_0.64_0.7_0.62_0.63,0.35713939666748046,0.6919116985286679,0.95,0.88,0.74,0.79,0.6507142857142857,1746692512.6867144,,MLPClassifier,lbfgs,25,,5,,,,,,,adaptive,,,0.0001,tanh
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.0048943042755126955,0.92_0.9_0.8_0.9_0.9,0.53_0.54_0.55_0.52_0.53,0.048312711715698245,0.8836612021857924,0.96,0.98,0.9,0.93,0.5328571428571428,1746692512.7334068,,RandomForestClassifier,,,,,10,2,,5,4,3,,gini,True,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,2,,4.0531158447265625e-06,already_evaluated,0.01121525764465332,0.69_0.81_0.89_0.87_0.8,0.59_0.58_0.54_0.59_0.51,0.0043752193450927734,0.811654618388129,0.89,0.94,0.9,0.89,0.5609523809523809,1746692512.7817512,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,10,3.814697265625e-06,already_evaluated,0.004210090637207032,0.37_0.53_0.85_0.13_0.24,0.59_0.58_0.58_0.57_0.57,0.02067227363586426,0.4231950092636011,0.75,0.97,0.49,0.6,0.578095238095238,1746692512.831621,,RandomForestClassifier,,,,,10,6,,2,1,3,,entropy,True,,
SMOTE,,6,mitigation_rebalancing_normalization_features_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.06957368850708008,0.62_0.42_0.14_0.64_0.45,0.56_0.56_0.6_0.6_0.63,0.0432403564453125,0.45198014937511627,0.94,0.96,0.5,0.7,0.5916666666666667,1746692512.8812866,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,5,features_mitigation_normalization_rebalancing_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,7,,3.814697265625e-06,already_evaluated,0.002870988845825195,0.59_0.51_0.71_0.58_0.47,0.68_0.67_0.63_0.67_0.65,1.2483443737030029,0.5759432858563294,0.95,0.87,0.61,0.72,0.6592857142857143,1746692512.9320366,,MLPClassifier,lbfgs,50,,5,,,,,,,invscaling,,,1e-05,tanh
SMOTE,,7,rebalancing_normalization_features_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,3.814697265625e-06,already_evaluated,0.004907941818237305,0.83_1.0_0.87_1.0_0.0,0.61_0.5_0.64_0.5_0.54,0.170737361907959,0.7382764189215802,0.9,0.98,0.74,0.94,0.5580952380952381,1746692512.9838178,,MLPClassifier,adam,5,,10,,,,,,,invscaling,,,0.001,logistic
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.003668212890625,0.26_0.12_0.53_0.25_0.0,0.62_0.6_0.57_0.6_0.58,0.034097719192504886,0.23197759103641458,0.75,1.0,0.23,0.9,0.5964285714285713,1746692513.036449,,RandomForestClassifier,,,,,10,6,,2,4,2,,entropy,False,,
NearMiss,1,,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,PCA,5,,3.5762786865234375e-06,already_evaluated,0.009236574172973633,0.81_0.68_0.63_0.48_0.29,0.62_0.63_0.57_0.58_0.53,0.18984851837158204,0.5770678246484697,0.77,0.9,0.62,0.93,0.5845238095238094,1746692513.0897148,,RandomForestClassifier,,,,,100,4,,3,4,2,,gini,False,,
NearMiss,2,,normalization_features_mitigation_rebalancing_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,100,0.1,,PCA,7,,3.337860107421875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692513.143706,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,False,,True,,StandardScaler,FunctionTransformer,,,,,PCA,7,,3.5762786865234375e-06,already_evaluated,0.004760265350341797,0.61_0.6_0.34_0.51_0.24,0.6_0.59_0.58_0.53_0.54,0.23934364318847656,0.45861731950844853,0.75,0.87,0.49,0.71,0.5692857142857143,1746692513.1984625,,MLPClassifier,adam,50,,20,,,,,,,invscaling,,,0.01,relu
NearMiss,4,,normalization_features_mitigation_rebalancing_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.0057620048522949215,0.83_0.69_0.67_0.58_0.72,0.59_0.54_0.57_0.57_0.51,0.21768078804016114,0.69920478151365,0.72,1.0,0.8,0.79,0.5573809523809523,1746692513.253758,,MLPClassifier,lbfgs,5,,5,,,,,,,constant,,,0.0001,tanh
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.034522056579589844,0.89_0.9_0.97_0.76_0.83,0.54_0.57_0.5_0.5_0.52,1.3101133346557616,0.8709137327615272,0.9,1.0,0.9,0.95,0.5266666666666666,1746692513.3112957,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,6,,1.1682510375976562e-05,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692513.3688135,distance,KNeighborsClassifier,,,11,,,,euclidean,,,,,,,,
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.5,,SelectKBest,,8,4.291534423828125e-06,already_evaluated,0.015702199935913087,0.96_1.0_0.8_0.63_0.6,0.54_0.5_0.53_0.51_0.56,1.094324779510498,0.7982318598832361,0.84,1.0,0.86,0.9,0.5273809523809524,1746692513.4261942,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
NearMiss,4,,features_mitigation_rebalancing_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,PCA,5,,3.5762786865234375e-06,already_evaluated,0.004050207138061523,0.77_0.48_0.74_0.71_0.36,0.61_0.54_0.55_0.52_0.52,0.04715814590454102,0.6111037747149762,0.7,1.0,0.68,0.83,0.549047619047619,1746692513.4848561,,RandomForestClassifier,,,,,25,2,,2,4,2,,entropy,True,,
FunctionTransformer,,,normalization_features_rebalancing_mitigation_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,0.1,,SelectKBest,,9,3.337860107421875e-06,already_evaluated,0.006278467178344726,0.86_0.91_0.9_0.94_0.87,0.54_0.56_0.51_0.51_0.59,0.900938606262207,0.8956733587292517,0.98,0.96,0.94,0.93,0.5426190476190477,1746692513.544327,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
