rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,3,,rebalancing_mitigation_normalization_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,200,1.0,,PCA,7,,3.337860107421875e-06,already_evaluated,0.015173673629760742,0.42_0.5_0.62_0.52_0.0,0.59_0.58_0.56_0.54_0.54,14.118253612518311,0.4121445856019359,0.56,0.94,0.47,0.78,0.5628571428571428,1746708528.9642491,,RandomForestClassifier,,,,,100,3,,6,2,4,,entropy,True,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,200,2.0,,PCA,1,,4.5299530029296875e-06,already_evaluated,0.015933847427368163,1.0_0.99_1.0_0.0_0.82,0.5_0.5_0.5_0.44_0.54,14.073390007019043,0.7611672278338946,0.88,0.84,0.77,0.78,0.4947619047619048,1746708528.9962487,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,100,0.5,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.00893406867980957,0.79_0.5_0.6_0.62_0.42,0.56_0.58_0.54_0.56_0.52,8.981844902038574,0.5861777739076589,0.64,0.9,0.69,0.75,0.5507142857142856,1746708529.0310142,,RandomForestClassifier,,,,,25,2,,5,1,2,,entropy,True,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,50,0.1,,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.007920598983764649,0.44_0.5_0.76_0.59_0.47,0.62_0.59_0.54_0.56_0.51,12.07417860031128,0.5502988505747127,0.64,0.8,0.64,0.73,0.5640476190476191,1746708529.0679097,,MLPClassifier,lbfgs,5,,10,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,SelectKBest,,7,5.0067901611328125e-06,already_evaluated,0.015630817413330077,0.0_nan_nan_nan_nan,0.51_0.5_0.5_0.5_0.5,12.708250713348388,-inf,0.07,0.0,1.0,0.0,0.5014285714285714,1746708529.1104338,uniform,KNeighborsClassifier,,,15,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,4.76837158203125e-06,already_evaluated,0.009963464736938477,0.79_1.0_0.93_0.83_1.0,0.54_0.5_0.5_0.51_0.5,9.358104610443116,0.910016420361248,0.95,0.97,0.92,0.98,0.5109523809523809,1746708529.148779,,RandomForestClassifier,,,,,50,6,,5,1,3,,gini,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,7.867813110351562e-06,already_evaluated,0.09922847747802735,0.64_0.5_0.73_0.64_0.68,0.6_0.62_0.58_0.59_0.6,0.005365991592407226,0.6363636363636364,0.73,0.96,0.7,0.66,0.5980952380952381,1746708529.2043357,uniform,KNeighborsClassifier,,,15,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,5,,9.298324584960938e-06,already_evaluated,0.009921503067016602,0.42_0.46_0.59_0.42_0.0,0.64_0.62_0.55_0.57_0.51,0.20053582191467284,0.3770898641588297,0.52,0.95,0.43,0.68,0.579047619047619,1746708529.2791839,,RandomForestClassifier,,,,,75,2,,4,3,5,,entropy,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.5,10,0.1,,SelectKBest,,4,5.245208740234375e-06,already_evaluated,0.006498527526855469,,,13.416407775878906,-inf,-inf,-inf,-inf,-inf,-inf,1746708529.328485,,RandomForestClassifier,,,,,10,4,,4,2,4,,gini,False,,
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,100,0.1,,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.011936712265014648,0.77_0.58_0.76_0.52_nan,0.58_0.58_0.54_0.55_0.5,10.610422039031983,-inf,0.66,0.85,0.84,0.8,0.5485714285714286,1746708529.3874066,,RandomForestClassifier,,,,,75,3,,4,2,5,,gini,True,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.75,SelectKBest,,10,5.0067901611328125e-06,already_evaluated,0.00657811164855957,0.26_0.0_0.0_0.0_0.0,0.58_0.63_0.63_0.58_0.61,0.08629407882690429,0.052727272727272734,1.0,0.28,0.07,0.51,0.605952380952381,1746708529.4328709,,RandomForestClassifier,,,,,10,3,,4,1,3,,gini,True,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.010869646072387695,0.79_0.5_0.76_0.6_0.42,0.53_0.6_0.54_0.54_0.52,16.169227123260498,0.6137154799223765,0.72,0.88,0.69,0.81,0.5457142857142856,1746708529.4828565,,RandomForestClassifier,,,,,50,2,,3,4,1,,entropy,False,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,1.0,,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.012055301666259765,0.86_1.0_1.0_1.0_1.0,0.54_0.5_0.5_0.5_0.5,10.690154790878296,0.9724137931034482,0.97,1.0,1.0,0.99,0.5076190476190476,1746708529.5306027,,MLPClassifier,lbfgs,10,,20,,,,,,,adaptive,,,0.0001,relu
NearMiss,1,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,10,4.76837158203125e-06,already_evaluated,0.017681646347045898,0.0_0.0_0.41_0.0_0.0,0.67_0.7_0.64_0.66_0.62,0.11394691467285156,0.08285714285714287,0.62,0.53,0.26,0.78,0.6564285714285714,1746708529.5838099,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,PCA,5,,7.152557373046875e-06,already_evaluated,0.018886232376098634,0.25_0.44_0.41_0.56_0.61,0.63_0.64_0.59_0.64_0.6,0.009369993209838867,0.45345765345765343,0.54,0.71,0.69,0.53,0.6180952380952381,1746708529.647171,uniform,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,5,,5.4836273193359375e-06,already_evaluated,0.022415351867675782,0.68_0.7_0.9_0.72_0.25,0.57_0.52_0.51_0.49_0.53,14.005032682418824,0.6492637247809661,0.72,0.92,0.76,0.81,0.5266666666666666,1746708529.7437947,uniform,KNeighborsClassifier,,,5,,,,euclidean,,,,,,,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,6.4373016357421875e-06,already_evaluated,0.13323216438293456,0.27_0.53_0.62_0.53_0.59,0.63_0.63_0.62_0.63_0.61,0.007439565658569336,0.5098484848484849,0.77,0.6,0.77,0.73,0.625,1746708529.8374236,distance,KNeighborsClassifier,,,6,,,,euclidean,,,,,,,,
NearMiss,1,,mitigation_rebalancing_normalization_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.008749723434448242,0.42_0.65_0.52_0.46_0.42,0.54_0.6_0.49_0.53_0.52,15.40592164993286,0.4927757013101841,0.58,0.93,0.62,0.74,0.5349999999999999,1746708529.940118,,RandomForestClassifier,,,,,10,5,,2,1,3,,entropy,True,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,10,0.5,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.015371084213256836,1.0_1.0_1.0_1.0_0.83,0.5_0.5_0.5_0.5_0.52,12.654446506500244,0.9666666666666666,0.98,1.0,0.97,0.98,0.5047619047619047,1746708530.0185049,,RandomForestClassifier,,,,,100,4,,2,1,3,,gini,True,,
SMOTE,,5,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,PCA,4,,4.76837158203125e-06,already_evaluated,0.01011967658996582,0.0_0.42_0.38_0.39_0.41,0.65_0.62_0.64_0.58_0.62,0.35120115280151365,0.3198303229337712,0.62,0.78,0.46,0.65,0.6216666666666667,1746708530.0938907,,RandomForestClassifier,,,,,75,2,,4,4,3,,gini,False,,
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,5,,5.4836273193359375e-06,already_evaluated,0.0076408863067626955,0.23_0.38_0.34_0.42_0.61,0.63_0.63_0.65_0.62_0.56,0.07592415809631348,0.3958874458874459,0.57,0.92,0.55,0.42,0.6166666666666666,1746708530.1752722,distance,KNeighborsClassifier,,,14,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,5,,5.7220458984375e-06,already_evaluated,0.004972219467163086,0.75_0.75_0.77_0.61_0.79,0.57_0.57_0.54_0.59_0.54,0.31326751708984374,0.7353883664228491,0.83,0.98,0.79,0.88,0.5595238095238095,1746708530.2629375,,MLPClassifier,adam,10,,1,,,,,,,invscaling,,,0.0001,relu
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,1.0013580322265625e-05,already_evaluated,0.07327451705932617,0.0_0.44_0.0_0.31_0.42,0.57_0.55_0.63_0.54_0.54,0.06361942291259766,0.23507936507936508,0.66,0.42,0.65,0.63,0.5659523809523809,1746708530.3521824,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,50,0.5,,PCA,3,,5.9604644775390625e-06,already_evaluated,0.01477055549621582,0.77_0.5_0.52_0.59_0.66,0.58_0.59_0.54_0.56_0.54,14.311055326461792,0.6047713727311429,0.66,0.87,0.75,0.79,0.5607142857142856,1746708530.4331076,,RandomForestClassifier,,,,,75,6,,3,4,2,,gini,False,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,5,6.4373016357421875e-06,already_evaluated,0.008777141571044922,0.79_0.58_0.76_0.62_0.42,0.56_0.55_0.54_0.55_0.49,9.099049043655395,0.6338867603235419,0.65,0.94,0.72,0.76,0.5378571428571428,1746708530.5171256,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
SMOTE,,8,mitigation_normalization_rebalancing_features_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.75,PCA,4,,6.198883056640625e-06,already_evaluated,0.006556034088134766,0.55_0.54_0.31_0.0_0.0,0.59_0.62_0.65_0.62_0.57,0.1377495288848877,0.27972439325380505,0.82,0.49,0.51,0.69,0.6107142857142858,1746708530.6030235,,RandomForestClassifier,,,,,50,3,,5,1,3,,gini,True,,
SMOTE,,7,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,7.867813110351562e-06,already_evaluated,0.03160419464111328,0.75_0.63_0.69_0.0_0.42,0.59_0.45_0.51_0.58_0.53,16.10488052368164,0.49887379542551963,0.58,0.76,0.72,0.69,0.5311904761904762,1746708530.6920183,uniform,KNeighborsClassifier,,,6,,,,manhattan,,,,,,,,
SMOTE,,6,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,4,7.152557373046875e-06,already_evaluated,0.00686192512512207,0.0_0.0_0.0_0.0_0.0,0.65_0.69_0.7_0.64_0.69,0.1381955623626709,0.0,0.68,0.17,0.2,0.66,0.6719047619047618,1746708530.7790215,,RandomForestClassifier,,,,,50,3,,2,3,1,,entropy,True,,
SMOTE,,5,mitigation_features_normalization_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,2.0,100,1.0,,SelectKBest,,7,6.198883056640625e-06,already_evaluated,0.023732995986938475,1.0_0.31_0.95_0.66_1.0,0.5_0.55_0.49_0.49_0.5,15.155912399291992,0.7847439024390244,0.84,0.93,0.82,0.91,0.5054761904761904,1746708530.879606,uniform,KNeighborsClassifier,,,11,,,,minkowski,,,,,,,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,2.0,,SelectKBest,,10,8.58306884765625e-06,already_evaluated,0.009724617004394531,0.79_nan_nan_0.0_0.42,0.54_0.5_0.5_0.48_0.5,13.821287965774536,-inf,0.51,0.91,0.4,0.65,0.5042857142857142,1746708530.9818614,,MLPClassifier,sgd,5,,10,,,,,,,invscaling,,,1e-05,relu
NearMiss,3,,mitigation_normalization_rebalancing_features_classification,True,,False,,StandardScaler,LFR_wrapper,1.0,50,0.1,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.0071752071380615234,0.0_0.58_0.62_0.0_0.0,0.35_0.57_0.53_0.54_0.49,8.581258916854859,0.24080459770114943,0.61,0.6,0.5,0.67,0.4957142857142857,1746708531.0787158,,MLPClassifier,adam,5,,5,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,4,5.4836273193359375e-06,already_evaluated,0.010151529312133789,0.0_0.42_0.68_0.0_0.0,0.68_0.66_0.66_0.6_0.64,0.2844213962554932,0.21969696969696972,0.59,0.6,0.41,0.56,0.6464285714285715,1746708531.1704838,,RandomForestClassifier,,,,,100,3,,2,2,1,,entropy,True,,
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,50,0.1,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.008306169509887695,0.27_0.5_0.66_0.59_0.69,0.57_0.58_0.55_0.56_0.52,16.059397411346435,0.5395402298850575,0.67,0.77,0.75,0.79,0.5557142857142857,1746708531.252962,,RandomForestClassifier,,,,,10,4,,5,2,3,,gini,True,,
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,0.5,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.00821371078491211,0.85_0.5_0.62_0.42_0.0,0.54_0.58_0.52_0.5_0.51,8.297157859802246,0.47898641588296764,0.6,0.97,0.53,0.72,0.5304761904761904,1746708531.3582032,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,4,,8.106231689453125e-06,already_evaluated,0.011363601684570313,0.0_0.0_0.0_0.0_0.0,0.67_0.69_0.7_0.69_0.67,0.2949774742126465,0.0,0.73,0.18,0.21,0.68,0.6830952380952381,1746708531.4755175,,RandomForestClassifier,,,,,100,3,,4,4,2,,gini,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,4.5299530029296875e-06,already_evaluated,0.01178436279296875,0.82_0.9_0.79_0.65_0.5,0.52_0.52_0.51_0.57_0.47,0.005302047729492188,0.7308284818629647,0.83,0.9,0.78,0.89,0.5180952380952382,1746708531.5927851,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,7.152557373046875e-06,already_evaluated,0.13509793281555177,0.25_0.61_0.31_0.44_0.0,0.65_0.65_0.67_0.68_0.66,0.09100117683410644,0.3221049382716049,0.5,0.71,0.35,0.57,0.6611904761904761,1746708531.7120214,distance,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
NearMiss,4,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,200,0.1,,SelectKBest,,2,6.4373016357421875e-06,already_evaluated,0.013811206817626953,0.42_0.58_0.64_0.52_0.0,0.56_0.55_0.54_0.54_0.54,6.773634529113769,0.4311029189352692,0.56,0.9,0.5,0.82,0.5478571428571428,1746708531.8455672,,RandomForestClassifier,,,,,100,4,,5,1,5,,gini,True,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,9.059906005859375e-06,already_evaluated,0.0045226097106933595,0.31_0.31_0.62_0.39_0.25,0.39_0.58_0.53_0.53_0.51,0.23907346725463868,0.3759541703507221,0.58,0.81,0.54,0.72,0.5092857142857142,1746708531.9718106,,MLPClassifier,sgd,25,,10,,,,,,,invscaling,,,1e-05,logistic
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.08303031921386719,0.75_1.0_1.0_0.0_0.5,0.54_0.5_0.5_0.41_0.56,15.12793869972229,0.65,0.81,1.0,0.65,0.83,0.5028571428571429,1746708532.105917,uniform,KNeighborsClassifier,,,18,,,,euclidean,,,,,,,,
NearMiss,1,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,10,0.1,,PCA,4,,5.0067901611328125e-06,already_evaluated,0.008705711364746094,0.42_0.62_0.65_0.39_0.25,0.58_0.58_0.55_0.47_0.51,11.965489673614503,0.46533333333333343,0.55,0.96,0.51,0.7,0.5392857142857143,1746708532.2360532,,MLPClassifier,adam,5,,10,,,,,,,invscaling,,,0.01,relu
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,0.5,100,1.0,,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.009467887878417968,1.0_0.5_0.97_0.83_0.83,0.5_0.58_0.5_0.51_0.53,11.28290524482727,0.8252873563218392,0.9,1.0,0.83,0.93,0.5235714285714286,1746708532.371297,,RandomForestClassifier,,,,,50,5,,3,1,3,,gini,False,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,10,1.0,,FunctionTransformer,,,5.7220458984375e-06,already_evaluated,0.007032012939453125,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,10.53970103263855,1.0,1.0,1.0,1.0,1.0,0.5,1746708532.5115347,,MLPClassifier,adam,5,,20,,,,,,,constant,,,0.01,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,4.76837158203125e-06,already_evaluated,0.00445866584777832,0.75_0.75_0.91_0.72_0.9,0.56_0.54_0.53_0.57_0.53,0.24092230796813965,0.8059561128526646,0.86,0.96,0.9,0.89,0.544047619047619,1746708532.6342576,,MLPClassifier,adam,5,,1,,,,,,,invscaling,,,0.0001,logistic
NearMiss,1,,mitigation_rebalancing_features_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.5,PCA,4,,5.4836273193359375e-06,already_evaluated,0.006953716278076172,0.0_0.5_0.45_0.23_0.0,0.66_0.66_0.6_0.64_0.59,0.08742165565490723,0.2368861024033438,0.56,0.89,0.26,0.64,0.6276190476190476,1746708532.7450824,distance,KNeighborsClassifier,,,11,,,,manhattan,,,,,,,,
SMOTE,,7,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,100,0.1,,FunctionTransformer,,,9.298324584960938e-06,already_evaluated,0.10632343292236328,0.86_1.0_1.0_0.73_0.9,0.54_0.5_0.5_0.47_0.53,12.384872198104858,0.898390804597701,0.9,0.95,0.96,0.93,0.5083333333333333,1746708532.835765,distance,KNeighborsClassifier,,,5,,,,euclidean,,,,,,,,
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,50,0.5,,SelectKBest,,6,5.9604644775390625e-06,already_evaluated,0.010542726516723633,0.42_0.54_0.83_0.67_0.72,0.55_0.55_0.53_0.55_0.51,11.90067629814148,0.6341069849690539,0.67,0.96,0.68,0.85,0.5371428571428571,1746708532.9281452,,RandomForestClassifier,,,,,10,4,,5,2,2,,gini,True,,
SMOTE,,5,normalization_mitigation_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.7220458984375e-06,already_evaluated,0.009417009353637696,0.79_0.5_0.79_0.62_0.69,0.54_0.57_0.53_0.56_0.52,15.832446956634522,0.6778325123152709,0.73,0.93,0.73,0.86,0.5457142857142856,1746708533.0304317,,RandomForestClassifier,,,,,25,3,,3,2,5,,entropy,False,,
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,9,6.198883056640625e-06,already_evaluated,0.008886098861694336,0.53_0.5_0.64_0.78_0.59,0.62_0.62_0.57_0.6_0.6,0.044342041015625,0.6072936259143156,0.78,0.84,0.79,0.73,0.6038095238095238,1746708533.146909,distance,KNeighborsClassifier,,,13,,,,euclidean,,,,,,,,
