rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
SMOTE,,7,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.0217905044555664,success,0.11031517982482911,0.41_0.35_0.1_0.22_0.28,0.67_0.65_0.65_0.67_0.64,0.132794189453125,0.273827348380437,0.45,0.61,0.59,1.0,0.29,0.49,0.48,0.6569225927738147,1746724269.9583626,distance,KNeighborsClassifier,,,8,,,,minkowski,,,,,,,,
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,0.1,,PCA,4,,19.690670251846313,success,0.09382381439208984,0.0_0.0_0.0_0.15_0.0,0.51_0.51_0.5_0.51_0.51,3.703316068649292,0.02972972972972973,0.62,0.49,0.55,0.58,0.2,0.48,0.61,0.5076593310378577,1746724267.8780608,distance,KNeighborsClassifier,,,8,,,,minkowski,,,,,,,,
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,50,0.1,,PCA,8,,0.0005218982696533203,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746724248.1336823,uniform,KNeighborsClassifier,,,11,,,,manhattan,,,,,,,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,8,0.9171361923217773,success,0.0071103572845458984,0.51_0.51_0.4_0.23_0.32,0.64_0.66_0.63_0.66_0.65,0.11834945678710937,0.3947088169801525,0.72,0.66,0.57,0.95,0.44,0.6,0.79,0.6474402842902819,1746724248.077514,,RandomForestClassifier,,,,,10,3,,2,3,1,,gini,False,,
SMOTE,,6,features_rebalancing_mitigation_normalization_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,SelectKBest,,8,0.9942543506622314,success,0.0098114013671875,0.29_0.26_0.25_0.21_0.28,0.66_0.68_0.65_0.69_0.66,0.12848148345947266,0.25679649416425715,0.36,0.53,0.55,1.0,0.26,0.59,0.79,0.6667708429795566,1746724247.1062608,,RandomForestClassifier,,,,,50,4,,4,2,1,,entropy,False,,
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,200,0.5,,SelectKBest,,3,57.39445781707764,success,0.01635265350341797,0.63_0.21_0.0_0.49_0.73,0.61_0.65_0.63_0.62_0.61,4.664063310623169,0.41174882892380305,0.6,0.71,0.75,0.79,0.45,0.77,0.75,0.6244615434102905,1746724244.989865,,MLPClassifier,adam,10,,5,,,,,,,invscaling,,,0.001,logistic
SMOTE,,8,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,SelectKBest,,5,7.472872257232666,success,0.005905675888061524,0.18_0.09_0.0_0.15_0.36,0.67_0.67_0.67_0.69_0.67,1.4321613311767578,0.15445127621657678,0.33,0.5,0.51,1.0,0.16,0.52,0.69,0.6730683399022942,1746724187.5309258,,MLPClassifier,sgd,10,,1,,,,,,,constant,,,0.001,logistic
SMOTE,,8,rebalancing_features_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,200,1.0,,PCA,6,,0.0009891986846923828,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746724179.9973583,,RandomForestClassifier,,,,,50,3,,3,2,1,,entropy,False,,
SMOTE,,7,rebalancing_normalization_mitigation_features_classification,True,,False,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,6,1.2665932178497314,success,0.0564300537109375,0.2_0.46_0.22_0.22_0.4,0.66_0.66_0.65_0.67_0.67,0.06694278717041016,0.29856521516577766,0.5,0.5,0.59,1.0,0.31,0.6,0.76,0.6615138366839911,1746724179.940211,distance,KNeighborsClassifier,,,11,,,,euclidean,,,,,,,,
NearMiss,1,,features_rebalancing_mitigation_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,SelectKBest,,5,144.1508309841156,success,0.014876747131347656,0.27_0.09_0.0_0.2_0.17,0.67_0.68_0.67_0.69_0.67,28.745332956314087,0.1455242947140727,0.33,0.5,0.52,1.0,0.15,0.51,0.6,0.6774508787487754,1746724178.6195161,,MLPClassifier,lbfgs,5,,10,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,100,1.0,,PCA,4,,9.134129524230957,success,0.01722273826599121,0.25_0.24_0.24_0.62_0.35,0.58_0.65_0.62_0.63_0.61,1.7320083618164062,0.34084226454978567,0.49,0.63,0.7,0.94,0.43,0.82,0.86,0.6148699197555508,1746724034.416586,,RandomForestClassifier,,,,,10,4,,4,2,1,,gini,True,,
NearMiss,3,,normalization_features_rebalancing_mitigation_classification,,True,,False,RobustScaler,LFR_wrapper,0.5,100,0.1,,FunctionTransformer,,,27.60162377357483,fail,0.019887208938598633,0.6_0.0_0.0_nan_0.11,0.59_0.58_0.48_0.5_0.62,5.431055402755737,-inf,0.33,0.63,0.48,0.86,0.19,0.49,0.71,0.5535752899792772,1746724025.2327442,,MLPClassifier,adam,10,,10,,,,,,,adaptive,,,0.001,logistic
NearMiss,1,,normalization_rebalancing_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,8,,312.42299604415894,success,0.08438172340393066,0.3_0.4_0.0_0.34_0.2,0.7_0.69_0.7_0.7_0.68,62.22642283439636,0.24638043011254068,0.56,0.57,0.55,1.0,0.25,0.52,0.56,0.694246534260253,1746723997.562251,,MLPClassifier,lbfgs,50,,5,,,,,,,constant,,,0.001,logistic
SMOTE,,6,features_normalization_rebalancing_mitigation_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,1.0216498374938965,success,0.01156926155090332,0.29_0.19_0.24_0.1_0.29,0.68_0.68_0.69_0.68_0.66,0.10147323608398437,0.2243445167379024,0.38,0.42,0.36,0.99,0.22,0.4,0.37,0.6802971734330377,1746723685.0727906,,RandomForestClassifier,,,,,10,3,,5,1,2,,gini,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,4,,135.7944118976593,success,0.018412017822265626,0.32_0.09_0.1_0.37_0.2,0.67_0.66_0.65_0.67_0.66,27.075594758987428,0.21334788516800854,0.45,0.59,0.6,1.0,0.22,0.57,0.72,0.6618743880573179,1746723682.8721757,,MLPClassifier,lbfgs,50,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,7,mitigation_normalization_features_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,2.0,200,0.1,,PCA,4,,21.575374841690063,success,0.24274978637695313,0.0_0.21_0.0_0.44_0.0,0.51_0.51_0.51_0.53_0.51,3.784492921829224,0.12920702179176755,0.36,0.4,0.44,0.49,0.27,0.3,0.39,0.512822975579976,1746723547.0242136,uniform,KNeighborsClassifier,,,14,,,,manhattan,,,,,,,,
SMOTE,,5,features_rebalancing_normalization_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,21.29840898513794,success,0.02317366600036621,0.97_0.26_0.0_0.6_0.13,0.51_0.63_0.63_0.62_0.66,4.163062715530396,0.3924278498596467,0.65,0.7,0.77,0.82,0.4,0.77,0.74,0.6108210216217994,1746723525.388426,,RandomForestClassifier,,,,,100,6,,4,2,4,,gini,False,,
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,,False,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,18.44248676300049,success,0.4478729724884033,0.0_0.0_0.0_0.35_0.0,0.5_0.51_0.5_0.52_0.5,2.786276435852051,0.0698051948051948,0.54,0.63,0.44,0.42,0.11,0.33,0.44,0.5068652219311975,1746723504.0396407,uniform,KNeighborsClassifier,,,8,,,,euclidean,,,,,,,,
NearMiss,2,,rebalancing_features_mitigation_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,SelectKBest,,3,1.8485217094421387,success,0.12303986549377441,0.48_0.0_0.12_0.37_0.11,0.66_0.65_0.64_0.65_0.64,0.04453458786010742,0.2162078880458805,0.49,0.64,0.6,0.99,0.23,0.65,0.7,0.6480796344572045,1746723485.5507994,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,1,,16.91841149330139,success,0.21023035049438477,0.0_0.0_0.0_0.0_0.0,0.5_0.51_0.51_0.51_0.51,2.943433332443237,0.0,0.18,0.34,0.31,0.42,0.0,0.35,0.31,0.5070985841564984,1746723483.6538515,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,0.1,,PCA,4,,0.0003681182861328125,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746723466.683139,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,5,0.19899654388427734,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746723466.6276731,distance,KNeighborsClassifier,,,14,,,,euclidean,,,,,,,,
SMOTE,,8,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,7,,57.17086410522461,success,0.10069684982299805,0.24_0.21_0.0_0.22_0.17,0.7_0.7_0.69_0.71_0.68,11.158190393447876,0.16880875552353955,0.41,0.54,0.53,1.0,0.17,0.54,0.63,0.6952667879299819,1746723465.5393953,,MLPClassifier,adam,25,,20,,,,,,,adaptive,,,0.001,relu
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,True,,False,,StandardScaler,LFR_wrapper,1.0,10,1.0,,FunctionTransformer,,,21.30403447151184,success,0.01784539222717285,0.67_0.33_0.0_0.61_0.18,0.63_0.64_0.63_0.62_0.64,4.176470613479614,0.35909939182644807,0.66,0.69,0.79,0.8,0.41,0.77,0.72,0.6330090015490439,1746723408.325032,,RandomForestClassifier,,,,,50,6,,5,4,5,,entropy,True,,
NearMiss,1,,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,0.1,,PCA,4,,7.282575845718384,success,0.15616779327392577,0.2_0.23_0.11_0.3_0.24,0.64_0.64_0.63_0.63_0.64,1.1055288314819336,0.2166361253033115,0.41,0.53,0.59,0.99,0.23,0.67,0.8,0.6346330878000138,1746723386.9820774,uniform,KNeighborsClassifier,,,14,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.3912875652313232,success,0.013830041885375977,0.16_0.26_0.09_0.19_0.16,0.68_0.68_0.68_0.69_0.67,0.40035595893859866,0.16939273630105345,0.32,0.44,0.44,1.0,0.17,0.5,0.56,0.678332173446869,1746723379.6627586,,RandomForestClassifier,,,,,50,6,,6,4,3,,gini,False,,
SMOTE,,7,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,8,,9.566718101501465,success,0.008656024932861328,0.18_0.27_0.0_0.22_0.18,0.69_0.69_0.68_0.7_0.68,1.8427743911743164,0.16942725214398352,0.4,0.55,0.56,1.0,0.17,0.56,0.64,0.69030898866095,1746723377.2350671,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,1e-05,logistic
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,SelectKBest,,3,8.204562187194824,success,0.07471685409545899,0.32_0.25_0.0_0.31_0.45,0.62_0.63_0.63_0.6_0.65,1.393445110321045,0.26603763699776223,0.46,0.59,0.67,0.82,0.3,0.68,0.69,0.6266476222106739,1746723367.6331773,,MLPClassifier,sgd,10,,20,,,,,,,constant,,,0.001,logistic
NearMiss,3,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,200,1.0,,PCA,4,,21.26222586631775,success,0.2366241455078125,0.5_0.0_0.0_0.0_0.0,0.52_0.5_0.51_0.51_0.51,3.729313039779663,0.10040290088638193,0.23,0.45,0.42,0.44,0.14,0.34,0.49,0.5087820835326579,1746723359.3842278,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,1.0857868194580078,success,0.06357617378234863,0.5_0.44_0.12_0.44_0.1,0.67_0.66_0.68_0.67_0.66,0.041046857833862305,0.32029848452376497,0.53,0.66,0.66,0.97,0.36,0.68,0.73,0.6680514851696155,1746723338.0867088,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
