rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,2,,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,6,1.2806029319763184,success,0.012526512145996094,0.0_0.17_0.71_0.53_0.0,0.69_0.68_0.75_0.62_0.61,0.21130990982055664,0.2814708994708995,0.97,0.79,0.29,0.98,0.6711904761904762,1746732816.9210203,,RandomForestClassifier,,,,,100,4,,6,4,4,,entropy,False,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,2.0,,PCA,6,,5.7825927734375,success,0.006123542785644531,1.0_1.0_1.0_0.9_0.97,0.5_0.5_0.5_0.51_0.52,1.1297975540161134,0.9744954128440367,0.98,1.0,0.98,0.99,0.5066666666666666,1746732815.143531,,MLPClassifier,adam,5,,1,,,,,,,constant,,,1e-05,logistic
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,PCA,7,,0.43256664276123047,success,0.0049854755401611325,0.18_0.39_0.55_0.62_0.73,0.68_0.61_0.67_0.63_0.64,0.06135306358337402,0.49491605717010156,0.91,0.71,0.6,0.87,0.6452380952380953,1746732808.881798,,RandomForestClassifier,,,,,25,3,,3,4,2,,entropy,True,,
NearMiss,3,,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.2234251499176025,success,0.010208368301391602,0.37_0.48_0.75_0.53_0.41,0.42_0.56_0.49_0.52_0.51,1.0091988563537597,0.5067658033973823,0.7,0.78,0.69,0.82,0.4990476190476191,1746732807.9662263,,RandomForestClassifier,,,,,75,3,,4,4,2,,entropy,True,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,50,1.0,,PCA,7,,2.963770627975464,success,0.00957188606262207,0.84_1.0_0.99_0.9_0.9,0.56_0.5_0.5_0.51_0.52,0.56076078414917,0.9266239189766861,0.94,1.0,0.96,0.96,0.5192857142857144,1746732802.263179,distance,KNeighborsClassifier,,,19,,,,manhattan,,,,,,,,
NearMiss,4,,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,50,0.5,,FunctionTransformer,,,4.567368268966675,success,0.01163787841796875,0.78_0.6_0.74_0.81_0.74,0.59_0.55_0.51_0.55_0.51,0.8769131183624268,0.7331719215205454,0.81,0.94,0.83,0.9,0.5435714285714285,1746732798.8167806,,RandomForestClassifier,,,,,75,2,,4,3,1,,entropy,True,,
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,PCA,8,,0.6964178085327148,success,0.004604148864746094,0.39_0.48_0.72_0.42_0.17,0.6_0.55_0.55_0.57_0.56,0.1130129337310791,0.43613275613275615,0.7,1.0,0.44,0.82,0.5673809523809524,1746732793.7567654,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,tanh
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,6,,3.753079414367676,success,0.02282576560974121,1.0_1.0_0.79_0.88_0.78,0.5_0.5_0.52_0.52_0.51,0.6949843883514404,0.8904155423637345,0.91,1.0,0.9,0.95,0.5095238095238095,1746732785.754273,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,,,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,100,1.0,,FunctionTransformer,,,3.694918155670166,success,0.01268305778503418,0.64_0.6_0.36_0.77_0.38,0.61_0.54_0.48_0.55_0.51,0.6869105339050293,0.5507642235213183,0.76,0.84,0.58,0.87,0.5366666666666667,1746732781.5194764,,RandomForestClassifier,,,,,100,3,,3,3,4,,gini,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,0.4152553081512451,success,0.027283620834350587,0.16_0.46_0.56_0.14_0.15,0.59_0.68_0.61_0.57_0.61,0.020607709884643555,0.2930043956043956,0.94,0.93,0.29,0.88,0.6116666666666667,1746732777.3245676,distance,KNeighborsClassifier,,,4,,,,manhattan,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,4.457628965377808,success,0.011443853378295898,1.0_1.0_1.0_1.0_0.94,0.5_0.5_0.5_0.5_0.53,0.8555118560791015,0.9889908256880734,0.99,1.0,1.0,0.99,0.5061904761904762,1746732776.4016194,,RandomForestClassifier,,,,,100,5,,2,2,1,,entropy,False,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,2.0,,PCA,4,,9.102160930633545,success,0.008702754974365234,0.84_0.68_0.57_0.7_0.74,0.56_0.59_0.54_0.56_0.51,1.7884130954742432,0.7044878949599281,0.74,0.99,0.81,0.86,0.552142857142857,1746732771.4641833,,RandomForestClassifier,,,,,50,2,,4,2,2,,gini,True,,
