rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__White_Male,eval__by_group__White_Female,eval__by_group__Black_Male,eval__by_group__Black_Female,eval__by_group__Asian-Pac-Islander_Male,eval__by_group__Asian-Pac-Islander_Female,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,PCA,7,,8.964296579360962,success,0.022113466262817384,0.44_0.39_0.45_0.47_0.48,0.67_0.69_0.68_0.68_0.68,1.661643123626709,0.4444406448154953,0.57,0.53,0.78,0.48,0.99,0.54,0.679183967181802,1746741348.8801553,,RandomForestClassifier,,,,,100,3,,2,3,5,,entropy,True,,
SMOTE,,8,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,0.5,,SelectKBest,,4,29.340233325958252,fail,0.02263336181640625,0.0_nan_0.54_0.88_0.35,0.5_0.5_0.52_0.5_0.5,3.2035743236541747,-inf,0.59,0.66,0.44,0.52,0.69,0.69,0.5034989604953235,1746741339.8184764,,RandomForestClassifier,,,,,10,5,,5,4,1,,gini,False,,
FunctionTransformer,,,features_mitigation_rebalancing_normalization_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,50,0.1,,FunctionTransformer,,,39.53306031227112,fail,2.39998779296875,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,3.1009142875671385,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746741310.386923,distance,KNeighborsClassifier,,,15,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,FunctionTransformer,,,4.072266578674316,fail,0.026043701171875,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.6774559020996094,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746741269.5203986,,RandomForestClassifier,,,,,75,3,,3,1,5,,gini,True,,
NearMiss,2,,mitigation_rebalancing_normalization_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.3387031555175781,success,0.009124565124511718,0.37_0.36_0.38_0.36_0.38,0.51_0.51_0.5_0.5_0.52,0.16534900665283203,0.3707915130399585,0.61,0.37,1.0,0.71,0.78,0.5,0.5095145974023266,1746741265.3470404,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,19.934268951416016,success,1.2803916931152344,0.18_0.17_0.22_0.25_0.2,0.74_0.75_0.74_0.74_0.73,1.323839282989502,0.20420791614529143,0.28,0.2,0.31,0.25,0.99,0.5,0.7367540667464618,1746741263.9206917,uniform,KNeighborsClassifier,,,8,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,6,,5.111478328704834,fail,0.012718868255615235,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.9048603057861329,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746741243.9038277,,MLPClassifier,sgd,5,,10,,,,,,,invscaling,,,0.01,logistic
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.5,,FunctionTransformer,,,17.603636741638184,success,0.026534414291381835,0.58_0.71_0.73_0.48_0.48,0.51_0.51_0.51_0.51_0.51,3.377845287322998,0.5950265582870186,0.82,0.86,0.7,0.88,0.81,0.74,0.5101112397620126,1746741238.6905854,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,50,0.1,,FunctionTransformer,,,14.762817859649658,fail,0.030828475952148438,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.8091815948486327,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746741221.0068414,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,20.276047945022583,success,1.9440931797027587,0.0_0.0_0.0_0.0_0.09,0.73_0.74_0.74_0.74_0.73,0.09552121162414551,0.017582417582417582,0.89,0.18,0.27,0.02,0.81,0.09,0.7379302541155439,1746741206.1643686,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
