rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,1.5478813648223877,success,0.12867937088012696,0.28_0.28_0.46_0.33_0.37,0.67_0.66_0.66_0.67_0.66,0.019872570037841798,0.3424945112313713,0.6,0.66,0.69,1.0,0.34,0.55,0.61,0.6644143543913288,1746735748.963463,uniform,KNeighborsClassifier,,,11,,,,minkowski,,,,,,,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,4,,4.530741453170776,success,0.01088571548461914,0.37_0.18_0.37_0.29_0.11,0.65_0.66_0.65_0.66_0.64,0.8563916206359863,0.26471003818993544,0.42,0.43,0.51,1.0,0.27,0.42,0.38,0.6518046792319717,1746735747.2780344,,RandomForestClassifier,,,,,50,5,,6,3,3,,entropy,True,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,2.0,,PCA,7,,22.329567193984985,success,0.2403562068939209,0.0_0.37_0.0_0.0_0.25,0.51_0.51_0.51_0.51_0.51,3.9618576049804686,0.12514031557767658,0.7,0.53,0.64,0.76,0.29,0.39,0.74,0.5104935734134521,1746735742.6099474,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,True,,False,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.131969690322876,success,0.014005947113037109,0.19_0.17_0.34_0.32_0.19,0.67_0.68_0.68_0.69_0.67,0.3673386573791504,0.24224629040267592,0.42,0.48,0.52,1.0,0.24,0.48,0.59,0.6793798556292099,1746735720.1435044,,RandomForestClassifier,,,,,75,5,,6,3,3,,entropy,True,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,6.862630128860474,success,0.5709699153900146,0.09_0.3_0.45_0.14_0.17,0.69_0.68_0.68_0.7_0.68,0.20436630249023438,0.230932667294465,0.52,0.53,0.6,1.0,0.24,0.53,0.54,0.6848561705864527,1746735717.8751562,distance,KNeighborsClassifier,,,17,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.439850091934204,success,0.014594507217407227,0.18_0.22_0.24_0.07_0.07,0.66_0.66_0.66_0.67_0.65,0.2289031982421875,0.15600783269944957,0.27,0.35,0.36,1.0,0.16,0.31,0.44,0.6618626587890946,1746735710.8774593,,RandomForestClassifier,,,,,100,3,,4,1,2,,gini,True,,
SMOTE,,5,mitigation_features_normalization_rebalancing_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,PCA,3,,1.6496877670288086,success,0.006171464920043945,0.25_0.16_0.29_0.34_0.09,0.66_0.65_0.64_0.65_0.64,0.28565182685852053,0.2279071593900046,0.45,0.46,0.54,1.0,0.23,0.44,0.4,0.6489145288849174,1746735709.2893674,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,10,0.1,,FunctionTransformer,,,18.463663578033447,success,0.020053625106811523,0.48_0.43_0.82_0.6_0.32,0.62_0.62_0.61_0.62_0.64,3.6230653285980225,0.5295766511746787,0.75,0.74,0.83,1.0,0.54,0.84,0.75,0.6217640080322132,1746735705.535649,,RandomForestClassifier,,,,,75,4,,3,4,5,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,PCA,5,,4.527539491653442,success,0.016083288192749023,0.34_0.27_0.32_0.27_0.34,0.66_0.66_0.63_0.67_0.65,0.843520212173462,0.30812608216958315,0.59,0.63,0.63,1.0,0.31,0.41,0.55,0.6549219472541649,1746735686.9030926,,RandomForestClassifier,,,,,75,2,,3,3,2,,gini,True,,
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,21.883593320846558,success,0.10609793663024902,0.0_0.22_0.31_0.35_0.45,0.5_0.53_0.51_0.51_0.53,3.3586760997772216,0.265140464364466,0.7,0.6,0.72,0.82,0.42,0.66,0.63,0.5146487215997201,1746735682.2421465,distance,KNeighborsClassifier,,,9,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,0.5,,PCA,4,,22.97981309890747,success,0.26068854331970215,0.25_0.0_0.0_0.0_0.0,0.51_0.5_0.5_0.51_0.51,4.057776880264282,0.0493422121162904,0.28,0.66,0.68,0.82,0.18,0.75,0.76,0.5064185157026243,1746735660.2290857,uniform,KNeighborsClassifier,,,14,,,,euclidean,,,,,,,,
NearMiss,4,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,1.1371128559112549,success,0.009315729141235352,0.38_0.17_0.05_0.04_0.05,0.65_0.65_0.64_0.65_0.64,0.17770724296569823,0.13820804439630024,0.42,0.49,0.44,1.0,0.29,0.3,0.39,0.6476089980712484,1746735637.1220753,,RandomForestClassifier,,,,,50,5,,6,3,1,,gini,True,,
NearMiss,2,,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.854886531829834,success,0.012219762802124024,0.21_0.31_0.36_0.35_0.22,0.67_0.68_0.68_0.69_0.66,0.5141253471374512,0.28926722852698794,0.47,0.53,0.58,1.0,0.29,0.6,0.67,0.6758811988707354,1746735635.851911,,RandomForestClassifier,,,,,75,3,,3,4,5,,entropy,False,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,74.35516715049744,success,0.14868130683898925,0.45_0.57_0.7_0.57_0.33,0.63_0.63_0.62_0.64_0.63,14.486866998672486,0.5249380342050578,0.72,0.72,0.82,1.0,0.58,0.81,0.72,0.6312420740535961,1746735632.854181,,MLPClassifier,lbfgs,50,,10,,,,,,,invscaling,,,0.01,logistic
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,50,0.5,,PCA,4,,18.515966415405273,success,0.020064878463745116,0.46_0.52_0.81_0.74_0.7,0.65_0.65_0.6_0.63_0.62,3.6341694831848144,0.6453929608818754,0.78,0.77,0.85,0.99,0.67,0.9,0.81,0.6323292625760991,1746735558.3679256,,RandomForestClassifier,,,,,75,4,,5,4,5,,gini,False,,
NearMiss,1,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,100,1.0,,SelectKBest,,7,35.02079653739929,success,0.013344669342041015,0.42_0.45_0.69_0.59_0.36,0.64_0.61_0.62_0.61_0.64,4.579090404510498,0.5038481676257472,0.72,0.72,0.82,1.0,0.53,0.8,0.72,0.6239254174767968,1746735538.02915,,MLPClassifier,adam,5,,1,,,,,,,adaptive,,,0.0001,relu
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,9,111.34688138961792,success,0.02657637596130371,0.35_0.18_0.39_0.28_0.3,0.69_0.68_0.67_0.69_0.68,22.201139163970947,0.3016079497600218,0.56,0.63,0.66,1.0,0.3,0.56,0.65,0.67992997848882,1746735502.8832774,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,100,0.1,,SelectKBest,,5,51.4195396900177,success,0.01988053321838379,0.7_0.51_0.75_0.76_0.71,0.64_0.65_0.63_0.62_0.61,3.4926091194152833,0.6862554483198837,0.84,0.79,0.89,1.0,0.7,0.9,0.83,0.6309342637492443,1746735391.4110122,,RandomForestClassifier,,,,,75,6,,5,2,3,,entropy,False,,
SMOTE,,6,features_mitigation_rebalancing_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,100,2.0,,FunctionTransformer,,,25.296069622039795,success,0.012013816833496093,0.43_0.43_0.69_0.61_0.31,0.64_0.62_0.63_0.63_0.64,5.006931352615356,0.4941566145656687,0.75,0.72,0.83,1.0,0.55,0.8,0.71,0.629000245209915,1746735339.8717928,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.1,,PCA,4,,34.20224976539612,success,0.10350008010864258,0.57_0.37_0.47_0.36_0.53,0.52_0.51_0.54_0.51_0.51,6.605850887298584,0.459804503410294,0.74,0.73,0.8,0.87,0.55,0.64,0.7,0.5194050482451976,1746735314.4578888,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,36.28866672515869,success,0.019095802307128908,0.48_0.42_0.71_0.51_0.67,0.62_0.62_0.62_0.6_0.62,7.1933506488800045,0.557796298829091,0.75,0.73,0.82,1.0,0.63,0.83,0.75,0.6174508892055346,1746735280.1382668,,RandomForestClassifier,,,,,75,6,,4,4,1,,gini,True,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,200,1.0,,PCA,4,,39.94677376747131,success,0.019103813171386718,0.47_0.39_0.63_0.6_0.35,0.62_0.62_0.62_0.64_0.62,7.924203109741211,0.4878054720311007,0.73,0.7,0.82,1.0,0.55,0.82,0.72,0.6232698090945318,1746735243.7326748,,RandomForestClassifier,,,,,50,3,,6,4,4,,entropy,True,,
SMOTE,,7,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,1.0,,FunctionTransformer,,,27.78803300857544,success,0.41696457862854003,0.13_0.27_0.45_0.58_0.25,0.51_0.5_0.51_0.5_0.49,4.688708162307739,0.3337005950978386,0.51,0.48,0.58,0.59,0.98,0.51,0.66,0.5028627054242222,1746735202.0394244,uniform,KNeighborsClassifier,,,3,,,,euclidean,,,,,,,,
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,0.5,50,0.5,,PCA,6,,35.93032479286194,fail,0.012382078170776366,nan_nan_0.74_nan_nan,0.5_0.5_0.63_0.5_0.5,7.13317379951477,-inf,0.89,0.77,0.81,1.0,0.83,0.81,0.74,0.5261699682901628,1746735174.115148,,MLPClassifier,sgd,5,,1,,,,,,,invscaling,,,0.01,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,0.5,,PCA,3,,26.881475925445557,success,0.017386579513549806,0.51_0.57_0.71_0.74_0.36,0.62_0.63_0.63_0.62_0.64,5.3144707679748535,0.5789818447117608,0.77,0.74,0.83,1.0,0.61,0.84,0.74,0.629333300680744,1746735138.0713642,,RandomForestClassifier,,,,,50,5,,5,2,5,,entropy,True,,
NearMiss,4,,mitigation_normalization_rebalancing_features_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,PCA,7,,2.350127935409546,success,0.15635237693786622,0.33_0.42_0.39_0.29_0.27,0.66_0.64_0.65_0.64_0.63,0.13514633178710939,0.33643108538200384,0.66,0.59,0.66,1.0,0.34,0.54,0.5,0.6441522117662851,1746735111.0779111,uniform,KNeighborsClassifier,,,5,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.5,50,0.1,,FunctionTransformer,,,28.136454582214355,success,0.018100929260253907,0.49_0.42_0.81_0.61_0.32,0.62_0.62_0.61_0.63_0.64,5.56384916305542,0.5309918423941143,0.74,0.75,0.84,1.0,0.55,0.85,0.75,0.6218982470008549,1746735108.6183507,,MLPClassifier,lbfgs,5,,5,,,,,,,adaptive,,,0.001,relu
SMOTE,,6,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,42.527588844299316,success,0.23024444580078124,0.69_0.55_0.6_0.0_0.45,0.51_0.51_0.5_0.51_0.5,8.020901870727538,0.4581853851914922,0.69,0.83,0.72,0.79,0.6,0.65,0.78,0.5053284461965736,1746735080.368661,distance,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,SelectKBest,,5,5.951416730880737,success,0.006727361679077148,0.3_0.27_0.38_0.3_0.3,0.68_0.68_0.68_0.7_0.68,1.1448497295379638,0.3116503306127628,0.6,0.67,0.68,1.0,0.31,0.5,0.61,0.6835716375487723,1746735037.7331662,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,1e-05,tanh
NearMiss,4,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,3.5626890659332275,success,0.21277070045471191,0.22_0.29_0.42_0.23_0.26,0.68_0.66_0.65_0.68_0.66,0.25399417877197267,0.28342084452213345,0.51,0.56,0.63,1.0,0.28,0.54,0.52,0.6668608687723758,1746735031.6536648,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,6,1.5077340602874756,success,0.005904722213745117,0.6_0.33_0.67_0.67_0.31,0.62_0.62_0.61_0.61_0.61,0.2547691822052002,0.5167550028604125,0.79,0.81,0.91,0.99,0.52,0.78,0.7,0.6129999315393722,1746735027.9660275,,MLPClassifier,sgd,25,,1,,,,,,,invscaling,,,0.001,tanh
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,2.0,,FunctionTransformer,,,26.392427682876587,success,0.016921281814575195,0.42_0.4_0.74_0.74_0.33,0.64_0.62_0.63_0.62_0.64,5.213865900039673,0.5247200276776631,0.76,0.76,0.83,1.0,0.57,0.84,0.75,0.6322848170476124,1746735024.8985872,,RandomForestClassifier,,,,,50,6,,6,4,4,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,2.0,,FunctionTransformer,,,14.821985244750977,success,0.0176999568939209,0.68_0.53_0.79_0.7_0.75,0.64_0.64_0.6_0.63_0.61,2.900769662857056,0.6883611634769276,0.81,0.8,0.88,0.99,0.72,0.89,0.82,0.6239977160413084,1746734998.3881109,,RandomForestClassifier,,,,,50,6,,6,3,5,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,1.0,,FunctionTransformer,,,16.39010262489319,success,0.016672420501708984,0.44_0.53_0.72_0.98_0.34,0.63_0.65_0.63_0.5_0.63,3.2168203830718993,0.6028154062636395,0.82,0.75,0.87,1.0,0.62,0.88,0.77,0.6086183597267893,1746734983.4599314,,RandomForestClassifier,,,,,50,6,,6,1,5,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,2.0,,FunctionTransformer,,,12.368127346038818,success,0.01808466911315918,0.43_0.64_0.71_0.62_0.68,0.63_0.61_0.63_0.62_0.62,2.4094034671783446,0.6145274706034715,0.78,0.76,0.81,0.98,0.67,0.88,0.76,0.623348786954915,1746734966.9629986,,RandomForestClassifier,,,,,50,6,,6,2,4,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,1.0,,FunctionTransformer,,,19.780701160430908,success,0.017156696319580077,0.44_0.57_0.68_0.61_0.88,0.63_0.63_0.64_0.64_0.61,3.8937754154205324,0.6370046523930213,0.77,0.78,0.83,1.0,0.68,0.83,0.76,0.6281544188783302,1746734954.4929268,,RandomForestClassifier,,,,,50,6,,6,3,5,,gini,False,,
NearMiss,2,,rebalancing_mitigation_features_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,10,2.0,,PCA,2,,18.016911506652832,success,0.0135772705078125,0.64_0.56_0.71_0.59_0.29,0.64_0.64_0.64_0.62_0.64,3.547718954086304,0.5572743540109558,0.74,0.74,0.85,1.0,0.59,0.81,0.74,0.6331635087002825,1746734933.8333125,,RandomForestClassifier,,,,,10,6,,6,3,4,,entropy,False,,
SMOTE,,8,features_mitigation_rebalancing_normalization_classification,,False,,False,RobustScaler,LFR_wrapper,1.0,100,0.5,,FunctionTransformer,,,21.895126342773438,fail,0.013372230529785156,0.52_0.99_0.98_nan_0.17,0.62_0.5_0.5_0.5_0.57,4.324030351638794,-inf,0.8,0.86,0.89,0.99,0.67,0.95,0.82,0.5393303137050618,1746734915.7153122,,MLPClassifier,sgd,5,,10,,,,,,,constant,,,1e-05,relu
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,100,2.0,,FunctionTransformer,,,16.548296689987183,success,0.021533727645874023,0.49_0.55_0.72_0.62_0.19,0.61_0.64_0.63_0.62_0.61,3.2385394096374513,0.5141114315924955,0.71,0.73,0.81,1.0,0.55,0.81,0.72,0.6232720669662429,1746734893.7217474,,RandomForestClassifier,,,,,100,2,,5,4,1,,gini,False,,
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,2.0,10,2.0,,FunctionTransformer,,,17.263166904449463,success,0.01721649169921875,0.74_0.65_0.82_0.6_0.3,0.63_0.63_0.62_0.62_0.64,3.390013265609741,0.622752645108997,0.79,0.76,0.88,1.0,0.64,0.89,0.82,0.6273337560203857,1746734877.0450208,,RandomForestClassifier,,,,,50,6,,6,4,2,,gini,False,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,100,0.1,,FunctionTransformer,,,24.644596576690674,success,0.01727752685546875,0.56_0.56_0.7_0.59_0.79,0.62_0.64_0.62_0.64_0.61,4.865497493743897,0.6400881810388875,0.76,0.75,0.83,1.0,0.66,0.84,0.76,0.6249037126956425,1746734859.686823,,RandomForestClassifier,,,,,50,6,,6,4,4,,gini,False,,
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,2.0,,FunctionTransformer,,,17.624018907546997,success,0.01776118278503418,0.5_0.73_0.79_0.62_0.36,0.65_0.61_0.6_0.62_0.64,3.4609511375427244,0.601187728140637,0.75,0.76,0.83,0.97,0.62,0.88,0.78,0.6257876040985095,1746734834.9467022,,RandomForestClassifier,,,,,50,6,,6,4,5,,gini,False,,
SMOTE,,5,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,100,0.1,,FunctionTransformer,,,13.409278631210327,success,0.015957021713256837,0.47_0.55_0.72_0.58_0.56,0.62_0.64_0.64_0.62_0.63,2.6224059581756594,0.579616224601934,0.74,0.74,0.82,1.0,0.63,0.86,0.77,0.6285591411149893,1746734817.228266,,RandomForestClassifier,,,,,50,6,,6,4,1,,gini,False,,
NearMiss,1,,features_mitigation_normalization_rebalancing_classification,,False,,True,RobustScaler,LFR_wrapper,2.0,50,0.1,,FunctionTransformer,,,15.662061929702759,success,0.017985820770263672,0.49_0.47_0.71_0.73_0.71,0.62_0.65_0.62_0.63_0.62,3.0683945178985597,0.6208402392559941,0.78,0.77,0.84,1.0,0.67,0.89,0.79,0.6269448388704152,1746734803.7275357,,RandomForestClassifier,,,,,50,6,,6,4,5,,entropy,False,,
NearMiss,1,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.1,,FunctionTransformer,,,23.876347303390503,success,0.01741948127746582,0.43_0.52_0.72_0.6_0.3,0.64_0.65_0.62_0.63_0.64,4.711322402954101,0.5148175734383119,0.72,0.72,0.81,1.0,0.53,0.81,0.72,0.6361900971939873,1746734787.957806,,RandomForestClassifier,,,,,50,6,,5,4,2,,gini,False,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,1.0,,SelectKBest,,9,31.574225187301636,success,0.35075883865356444,0.67_0.0_0.0_0.29_0.41,0.53_0.51_0.5_0.51_0.5,4.830838298797607,0.27276983205528704,0.58,0.52,0.77,0.87,0.49,0.85,0.62,0.5111658213541321,1746734763.990841,uniform,KNeighborsClassifier,,,15,,,,manhattan,,,,,,,,
NearMiss,1,,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,100,2.0,,FunctionTransformer,,,12.602619647979736,success,0.018579626083374025,0.47_0.65_0.71_0.54_0.34,0.63_0.62_0.63_0.6_0.63,2.455235481262207,0.5431573922594082,0.72,0.75,0.8,0.98,0.6,0.87,0.72,0.6209698486819193,1746734732.3254032,,RandomForestClassifier,,,,,50,6,,5,4,4,,gini,False,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.1,,PCA,2,,20.72527766227722,success,0.018672609329223634,0.62_0.52_0.71_0.53_0.3,0.64_0.65_0.61_0.61_0.64,4.082295751571655,0.536726564359358,0.73,0.71,0.84,1.0,0.58,0.81,0.75,0.6322829952597905,1746734718.6923277,,RandomForestClassifier,,,,,10,2,,5,3,1,,gini,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,0.1,,PCA,3,,18.28316879272461,success,0.01587080955505371,0.69_0.68_0.7_0.6_0.31,0.64_0.62_0.63_0.62_0.64,3.599175548553467,0.597052862582572,0.77,0.74,0.85,0.99,0.62,0.87,0.77,0.6281298127040761,1746734697.8811812,,RandomForestClassifier,,,,,10,6,,5,4,4,,entropy,True,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.1,,PCA,7,,32.3732705116272,success,0.013448476791381836,0.53_0.69_0.75_0.72_0.18,0.63_0.61_0.62_0.63_0.61,6.419366121292114,0.575675812941086,0.77,0.75,0.82,0.98,0.59,0.87,0.76,0.6200292791741868,1746734679.5077112,,RandomForestClassifier,,,,,10,6,,5,4,4,,entropy,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,0.1,,PCA,1,,24.1432843208313,success,0.014813423156738281,0.51_0.67_0.8_0.62_0.32,0.65_0.62_0.61_0.63_0.63,4.769994068145752,0.5829942894055492,0.77,0.76,0.86,0.98,0.63,0.89,0.8,0.629182374528644,1746734647.0418234,,RandomForestClassifier,,,,,10,6,,5,4,2,,gini,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,0.1,,PCA,4,,35.506744146347046,success,0.01596355438232422,0.5_0.65_0.76_0.58_0.32,0.64_0.62_0.64_0.61_0.63,7.042839479446411,0.5614693995559312,0.74,0.73,0.81,0.98,0.61,0.85,0.75,0.6279330747482013,1746734622.803449,,RandomForestClassifier,,,,,10,6,,6,4,4,,gini,False,,
SMOTE,,8,mitigation_rebalancing_features_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,0.5,,SelectKBest,,4,60.575101137161255,success,0.012034034729003907,0.45_0.53_0.71_0.55_0.36,0.63_0.64_0.63_0.61_0.62,8.090560865402221,0.5190624553729417,0.73,0.74,0.82,1.0,0.57,0.86,0.73,0.6261199496126905,1746734587.2155254,,RandomForestClassifier,,,,,10,5,,5,4,1,,gini,False,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,57.58952069282532,success,0.012959003448486328,0.43_0.55_0.75_0.54_0.35,0.64_0.64_0.63_0.61_0.64,11.46356658935547,0.5231438714123089,0.71,0.71,0.82,1.0,0.59,0.84,0.76,0.6325989265114554,1746734526.559179,,RandomForestClassifier,,,,,10,6,,6,4,1,,gini,True,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,FunctionTransformer,,,1.898268222808838,success,0.013959646224975586,0.24_0.38_0.24_0.22_0.17,0.65_0.66_0.65_0.67_0.64,0.32114200592041015,0.24969295083294513,0.3,0.34,0.31,1.0,0.3,0.32,0.44,0.6537955552762755,1746734468.1399896,,RandomForestClassifier,,,,,75,3,,3,1,5,,gini,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,50,2.0,,PCA,4,,24.04270076751709,success,0.01891751289367676,0.42_0.65_0.8_0.61_0.27,0.64_0.64_0.64_0.63_0.62,4.7409721374511715,0.551796036340123,0.75,0.75,0.84,1.0,0.58,0.88,0.78,0.6326702618103266,1746734466.1416008,,RandomForestClassifier,,,,,75,6,,3,1,4,,gini,False,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,50,2.0,,PCA,7,,30.760992765426636,success,0.018380355834960938,0.56_0.99_1.0_0.55_0.54,0.65_0.5_0.5_0.61_0.63,6.085464572906494,0.7279087370209233,0.78,0.85,0.88,1.0,0.75,0.94,0.85,0.5794264458733185,1746734442.0195384,,RandomForestClassifier,,,,,75,5,,3,1,4,,gini,False,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,6,,1.8524551391601562,success,0.006968832015991211,0.81_0.68_0.48_0.85_0.85,0.5_0.5_0.5_0.51_0.5,0.3278068542480469,0.7335135129158161,0.94,0.99,0.99,0.99,0.76,0.81,0.94,0.5003159125009529,1746734411.1859312,,MLPClassifier,sgd,5,,10,,,,,,,invscaling,,,0.01,logistic
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,50,1.0,,PCA,4,,42.04818081855774,success,0.019631719589233397,0.44_0.66_0.74_0.74_0.33,0.63_0.63_0.64_0.63_0.63,8.342822265625,0.5817241356380963,0.77,0.76,0.84,0.99,0.62,0.91,0.78,0.632047075162543,1746734409.2653785,,RandomForestClassifier,,,,,75,2,,3,3,4,,gini,True,,
