rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,features_normalization_mitigation_rebalancing_classification,True,,False,,StandardScaler,FunctionTransformer,,,,,FunctionTransformer,,,0.2711973190307617,success,0.0062636852264404295,0.95_0.75_0.93_0.95_0.91,0.51_0.52_0.52_0.51_0.51,0.017716312408447267,0.8998432601880877,0.98,1.0,0.95,0.94,0.5161904761904761,1746692582.300976,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,PCA,7,,0.0004885196685791016,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692581.727442,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,4,0.26061534881591797,success,0.004378080368041992,0.8_0.75_0.93_0.83_0.91,0.54_0.56_0.51_0.52_0.53,0.017955207824707033,0.8446917450365726,0.9,0.96,0.92,0.92,0.5295238095238095,1746692581.424029,,RandomForestClassifier,,,,,10,4,,4,1,3,,gini,True,,
SMOTE,,6,rebalancing_normalization_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,0.1,,PCA,4,,1.410088062286377,success,0.008009862899780274,0.24_0.48_0.0_0.58_0.42,0.56_0.51_0.56_0.49_0.55,0.24207115173339844,0.34371980676328506,0.73,0.73,0.34,0.68,0.5335714285714286,1746692576.0207245,distance,KNeighborsClassifier,,,3,,,,minkowski,,,,,,,,
NearMiss,2,,normalization_mitigation_rebalancing_features_classification,,True,,False,RobustScaler,FunctionTransformer,,,,,SelectKBest,,4,1.0064949989318848,success,0.012114667892456054,0.0_0.42_0.76_0.41_0.0,0.72_0.65_0.67_0.58_0.59,0.14360637664794923,0.31760710553814003,0.55,0.94,0.41,0.72,0.6404761904761905,1746692574.3045466,,RandomForestClassifier,,,,,75,5,,5,3,4,,entropy,False,,
SMOTE,,6,normalization_rebalancing_mitigation_features_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,1,,0.2518002986907959,success,0.006275320053100586,0.72_0.29_0.53_0.77_0.73,0.52_0.52_0.54_0.54_0.53,0.012534666061401366,0.6094734299516908,0.88,0.7,0.66,0.71,0.5302380952380952,1746692572.9894834,distance,KNeighborsClassifier,,,15,,,,euclidean,,,,,,,,
NearMiss,1,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,SelectKBest,,1,0.40021586418151855,success,0.0052375316619873045,0.0_0.0_0.0_0.0_0.0,0.68_0.69_0.72_0.65_0.69,0.04252691268920898,0.0,0.68,0.3,0.25,0.61,0.6835714285714285,1746692572.4194562,,RandomForestClassifier,,,,,25,4,,4,2,3,,gini,True,,
NearMiss,4,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,3,,0.0004949569702148438,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692571.7204545,,RandomForestClassifier,,,,,25,4,,5,1,3,,entropy,False,,
SMOTE,,6,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,0.5,,FunctionTransformer,,,4.903123378753662,success,0.038685274124145505,0.85_1.0_0.97_0.83_0.83,0.54_0.5_0.5_0.51_0.52,0.8792676448822021,0.8964367816091954,0.93,1.0,0.92,0.94,0.5152380952380952,1746692571.4105985,distance,KNeighborsClassifier,,,14,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.5,50,0.1,,PCA,2,,5.593169689178467,success,0.005988121032714844,0.86_0.75_0.93_0.83_0.91,0.54_0.57_0.5_0.52_0.53,1.0819210529327392,0.8559561128526646,0.88,1.0,0.92,0.93,0.5314285714285714,1746692566.2054152,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,relu
NearMiss,1,,normalization_features_rebalancing_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,3,,0.29283905029296875,success,0.005123281478881836,0.0_0.0_0.23_0.21_0.0,0.56_0.58_0.59_0.55_0.56,0.022422170639038085,0.08787878787878788,0.71,0.73,0.12,0.38,0.5676190476190476,1746692560.3145454,,RandomForestClassifier,,,,,10,5,,4,3,3,,gini,False,,
NearMiss,2,,mitigation_rebalancing_normalization_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,PCA,5,,1.3530373573303223,success,0.00914921760559082,0.0_0.0_0.0_0.0_0.0,0.61_0.64_0.61_0.55_0.55,0.22598156929016114,0.0,0.55,0.89,0.0,0.66,0.5897619047619047,1746692555.185355,,RandomForestClassifier,,,,,100,5,,4,1,3,,gini,True,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,False,,True,RobustScaler,FunctionTransformer,,,,,PCA,4,,0.8221285343170166,success,0.006528425216674805,0.75_0.75_0.92_0.83_0.72,0.52_0.59_0.51_0.52_0.52,0.12736053466796876,0.7948717948717949,0.84,0.98,0.84,0.94,0.5316666666666666,1746692553.5424204,,RandomForestClassifier,,,,,50,5,,4,4,5,,gini,False,,
SMOTE,,5,normalization_mitigation_rebalancing_features_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,200,0.1,,FunctionTransformer,,,3.953758955001831,fail,0.008290338516235351,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.7482775688171387,-inf,-inf,-inf,-inf,-inf,0.5,1746692552.429411,,MLPClassifier,sgd,25,,20,,,,,,,invscaling,,,0.0001,logistic
NearMiss,1,,rebalancing_features_mitigation_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,1.4329302310943604,success,0.004627895355224609,0.42_0.72_0.56_0.53_0.46,0.6_0.61_0.56_0.57_0.6,0.2489293098449707,0.5381800766283525,0.63,0.75,0.67,0.82,0.5880952380952381,1746692548.1798775,,MLPClassifier,sgd,25,,1,,,,,,,adaptive,,,1e-05,logistic
NearMiss,3,,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,0.45035767555236816,success,0.016149425506591798,0.42_0.58_0.56_0.21_0.0,0.56_0.55_0.49_0.49_0.5,0.022918319702148436,0.3544932079414838,0.58,0.98,0.37,0.65,0.5197619047619048,1746692546.3796337,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,4,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,6,0.419278621673584,success,0.005769968032836914,0.0_0.42_0.3_0.6_0.0,0.68_0.61_0.7_0.56_0.63,0.04613828659057617,0.26484848484848483,0.53,0.76,0.29,0.52,0.6366666666666666,1746692545.6416087,,RandomForestClassifier,,,,,25,4,,4,4,5,,gini,True,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,100,0.1,,PCA,1,,0.0005390644073486328,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692544.9289057,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,100,0.5,,SelectKBest,,10,8.386650085449219,success,0.011579275131225586,0.85_0.5_0.79_0.42_0.72,0.56_0.57_0.54_0.5_0.51,1.0789767265319825,0.6570589180934009,0.72,0.98,0.71,0.79,0.5385714285714285,1746692544.638961,,RandomForestClassifier,,,,,100,6,,6,3,3,,entropy,True,,
FunctionTransformer,,,normalization_rebalancing_mitigation_features_classification,True,,False,,StandardScaler,FunctionTransformer,,,,,FunctionTransformer,,,0.27106595039367676,success,0.006184959411621093,0.95_0.75_0.93_0.95_0.91,0.51_0.52_0.52_0.51_0.51,0.01814160346984863,0.8998432601880877,0.98,1.0,0.95,0.94,0.5161904761904761,1746692531.1851053,,RandomForestClassifier,,,,,10,5,,4,2,3,,gini,True,,
SMOTE,,5,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,1.155707836151123,success,0.06601667404174805,0.0_0.0_0.4_0.0_0.0,0.66_0.68_0.67_0.62_0.64,0.056438255310058597,0.07909090909090907,0.92,0.54,0.1,0.49,0.6516666666666666,1746692530.564586,uniform,KNeighborsClassifier,,,8,,,,minkowski,,,,,,,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,0.6428570747375488,success,0.024311161041259764,0.0_0.0_0.34_0.25_0.0,0.63_0.62_0.6_0.61_0.64,0.029097557067871094,0.11818181818181817,0.51,1.0,0.15,0.46,0.6207142857142858,1746692529.108798,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,7,features_normalization_mitigation_rebalancing_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,PCA,3,,0.00036215782165527344,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692528.160118,uniform,KNeighborsClassifier,,,6,,,,manhattan,,,,,,,,
NearMiss,3,,mitigation_rebalancing_features_normalization_classification,,True,,True,RobustScaler,FunctionTransformer,,,,,SelectKBest,,1,0.9860677719116211,success,0.010062551498413086,0.0_0.48_0.45_0.26_0.55,0.65_0.57_0.61_0.55_0.53,0.14831857681274413,0.3483438655852449,0.55,0.83,0.56,0.65,0.5842857142857143,1746692527.8773618,,RandomForestClassifier,,,,,100,2,,3,3,5,,gini,False,,
SMOTE,,6,features_mitigation_normalization_rebalancing_classification,False,,False,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,0.47797131538391113,success,0.020276498794555665,0.22_0.31_0.35_0.56_0.52,0.53_0.54_0.51_0.54_0.5,0.008699750900268555,0.39012311762311763,0.69,0.74,0.39,0.67,0.5242857142857144,1746692526.6121726,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,6,,0.0004448890686035156,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692525.8578959,,MLPClassifier,sgd,25,,1,,,,,,,invscaling,,,0.01,logistic
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,2.0,,SelectKBest,,6,0.04981184005737305,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692525.5681117,,RandomForestClassifier,,,,,100,6,,4,4,5,,gini,False,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,200,0.5,,PCA,2,,4.92372989654541,success,0.011747121810913086,1.0_1.0_0.97_1.0_0.9,0.5_0.5_0.51_0.5_0.53,0.9371189594268798,0.9724137931034484,0.97,1.0,1.0,0.98,0.5078571428571428,1746692520.9683664,,RandomForestClassifier,,,,,100,6,,4,1,2,,gini,True,,
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,1.0,PCA,7,,0.0004868507385253906,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692515.7622178,,MLPClassifier,adam,5,,10,,,,,,,constant,,,0.01,relu
NearMiss,3,,mitigation_normalization_features_rebalancing_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.5,SelectKBest,,1,0.674565315246582,success,0.0037580490112304687,0.0_0.32_0.12_0.32_0.23,0.68_0.67_0.7_0.62_0.66,0.10013465881347657,0.1975568492809872,0.36,0.49,0.93,0.36,0.665952380952381,1746692515.483552,,MLPClassifier,sgd,10,,10,,,,,,,constant,,,0.0001,tanh
SMOTE,,7,normalization_mitigation_rebalancing_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,3.5584146976470947,success,0.00887470245361328,0.74_0.0_0.0_0.0_0.0,0.59_0.61_0.68_0.59_0.69,0.6708781242370605,0.1476923076923077,0.85,0.35,0.31,0.74,0.6314285714285715,1746692514.530924,,RandomForestClassifier,,,,,10,4,,2,2,3,,gini,True,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,10,0.262850284576416,success,0.004046630859375,1.0_1.0_1.0_1.0_0.83,0.5_0.5_0.5_0.5_0.49,0.019205379486083984,0.9666666666666666,1.0,1.0,0.97,0.99,0.49857142857142855,1746692510.7002084,,RandomForestClassifier,,,,,10,4,,3,2,3,,gini,True,,
NearMiss,3,,rebalancing_features_mitigation_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.75,SelectKBest,,5,0.6650354862213135,success,0.005686140060424805,0.0_0.42_0.23_0.62_0.0,0.77_0.66_0.69_0.6_0.64,0.08940086364746094,0.25292580982236157,0.53,0.73,0.42,0.65,0.674047619047619,1746692510.1489637,,RandomForestClassifier,,,,,50,3,,5,2,5,,entropy,True,,
SMOTE,,5,rebalancing_features_mitigation_normalization_classification,,True,,True,RobustScaler,FunctionTransformer,,,,,SelectKBest,,6,0.27396059036254883,success,0.005351829528808594,0.36_0.61_0.0_0.41_0.8,0.67_0.64_0.55_0.66_0.63,0.011086606979370117,0.43913270637408564,0.67,0.81,0.63,0.68,0.6316666666666666,1746692509.211094,distance,KNeighborsClassifier,,,9,,,,manhattan,,,,,,,,
FunctionTransformer,,,features_rebalancing_normalization_mitigation_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,2.124969720840454,success,0.00483856201171875,0.44_0.35_0.48_0.4_0.53,0.64_0.65_0.62_0.63_0.63,0.38970513343811036,0.4417429809685321,0.55,0.62,0.65,0.73,0.6342857142857142,1746692508.665449,,MLPClassifier,lbfgs,5,,20,,,,,,,adaptive,,,0.0001,relu
SMOTE,,6,normalization_mitigation_rebalancing_features_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,10,0.1,,SelectKBest,,6,9.717287302017212,success,0.02415885925292969,0.86_0.75_0.95_0.55_0.83,0.52_0.54_0.49_0.53_0.52,0.9821067810058594,0.7886590038314176,0.84,0.95,0.84,0.92,0.5195238095238095,1746692501.9751866,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,4.035380840301514,success,0.016311120986938477,0.97_0.93_0.75_0.52_0.25,0.5_0.5_0.5_0.56_0.5,0.7513757228851319,0.6851149425287356,0.77,0.92,0.75,0.88,0.510952380952381,1746692491.9915183,uniform,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
SMOTE,,7,normalization_rebalancing_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,7.154278516769409,success,0.008997535705566407,0.0_0.5_0.31_0.41_0.0,0.56_0.64_0.57_0.59_0.66,0.285501766204834,0.24466338259441706,0.63,0.6,0.46,0.84,0.6021428571428571,1746692487.674577,,RandomForestClassifier,,,,,10,4,,4,2,2,,gini,True,,
SMOTE,,6,rebalancing_features_normalization_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,FunctionTransformer,,,0.4541795253753662,success,0.011072683334350585,0.62_0.3_0.31_0.41_0.63,0.55_0.53_0.54_0.55_0.52,0.01522655487060547,0.4573014629049112,0.65,0.71,0.6,0.7,0.536904761904762,1746692480.2261326,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,1.0,,PCA,1,,5.5120813846588135,success,0.006011533737182617,0.86_0.75_1.0_0.83_0.79,0.53_0.57_0.5_0.52_0.52,1.0669022083282471,0.8477011494252874,0.88,1.0,0.9,0.92,0.5288095238095238,1746692479.4912593,,RandomForestClassifier,,,,,10,4,,5,3,4,,entropy,False,,
SMOTE,,7,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,0.49459147453308105,success,0.030367612838745117,0.4_0.69_0.6_0.41_0.26,0.62_0.49_0.52_0.52_0.57,0.01306304931640625,0.47376166617545923,0.62,0.78,0.73,0.65,0.5442857142857143,1746692473.7160997,distance,KNeighborsClassifier,,,3,,,,minkowski,,,,,,,,
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,1.0,,PCA,1,,4.619190216064453,success,0.005387163162231446,0.79_0.75_1.0_1.0_0.91,0.54_0.56_0.5_0.5_0.53,0.8896064758300781,0.888961038961039,0.93,0.97,0.91,0.94,0.5261904761904762,1746692472.9554567,,MLPClassifier,lbfgs,5,,5,,,,,,,constant,,,0.0001,logistic
SMOTE,,5,normalization_mitigation_rebalancing_features_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,50,0.1,,PCA,4,,5.59110951423645,success,0.013419675827026366,0.26_0.35_0.4_0.52_0.3,0.55_0.6_0.58_0.53_0.63,1.0650196075439453,0.3669955129387178,0.64,0.74,0.65,0.72,0.5761904761904761,1746692468.0178487,,RandomForestClassifier,,,,,100,5,,4,1,1,,gini,True,,
NearMiss,2,,features_rebalancing_normalization_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,1,,0.0003955364227294922,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692458.1268342,,RandomForestClassifier,,,,,25,4,,5,2,2,,entropy,False,,
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,False,,False,,StandardScaler,LFR_wrapper,0.5,50,0.5,,SelectKBest,,8,6.081347942352295,success,0.007897710800170899,0.86_1.0_0.97_1.0_1.0,0.54_0.5_0.5_0.5_0.5,1.1768232345581056,0.9655172413793103,0.97,1.0,1.0,0.99,0.5085714285714286,1746692457.8567817,,MLPClassifier,lbfgs,25,,10,,,,,,,adaptive,,,0.0001,relu
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.5692138671875,fail,0.027907085418701173,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.9940106868743896,-inf,-inf,-inf,-inf,-inf,0.5,1746692451.4825923,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,5.153778314590454,success,0.006229257583618164,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.990714693069458,1.0,1.0,1.0,1.0,1.0,0.5,1746692445.657059,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,3,,rebalancing_mitigation_features_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,PCA,6,,7.999278545379639,success,0.007069969177246093,0.42_0.5_0.62_0.59_0.72,0.62_0.58_0.53_0.56_0.51,1.5623533248901367,0.5683023872679046,0.68,0.93,0.63,0.8,0.5611904761904762,1746692440.2389581,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.0001,logistic
SMOTE,,7,rebalancing_features_normalization_mitigation_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,4,,0.00048828125,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692431.9742918,,MLPClassifier,lbfgs,10,,5,,,,,,,constant,,,0.01,tanh
NearMiss,3,,features_normalization_rebalancing_mitigation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,FunctionTransformer,,,0.6026043891906738,success,0.004430389404296875,0.0_0.0_0.17_0.47_0.0,0.7_0.69_0.64_0.63_0.62,0.08319997787475586,0.1274242424242424,0.41,1.0,0.25,0.37,0.6542857142857142,1746692431.7183278,,RandomForestClassifier,,,,,10,4,,6,1,5,,gini,True,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,SelectKBest,,9,0.2899446487426758,success,0.013235902786254883,0.0_0.0_0.0_0.0_0.0,0.59_0.56_0.54_0.56_0.5,0.008063840866088866,0.0,0.68,0.74,0.0,0.78,0.5492857142857143,1746692430.8396556,uniform,KNeighborsClassifier,,,10,,,,manhattan,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,10,1.0,,PCA,4,,1.954185962677002,success,0.006955289840698242,1.0_0.77_0.83_0.99_0.5,0.5_0.55_0.51_0.5_0.53,0.3432525634765625,0.8172278911564627,0.97,0.96,0.83,0.92,0.5180952380952382,1746692426.3597908,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.0001,logistic
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,4,,0.0003561973571777344,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746692424.1552062,uniform,KNeighborsClassifier,,,10,,,,manhattan,,,,,,,,
SMOTE,,5,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,SelectKBest,,4,0.9544928073883057,success,0.004725217819213867,0.53_0.22_0.0_0.29_0.0,0.65_0.67_0.72_0.63_0.69,0.14945378303527831,0.2092119068670793,0.63,0.64,0.24,0.61,0.6723809523809523,1746692423.8869407,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
